I0,I1,I2,I3,I4,I5
5302,6696,6575,-1281,146,1135
5279,5937,6721,-1209,714,495
5344,5528,6656,-1192,847,345
5582,5268,6731,-809,771,38
5937,5120,6879,-506,664,-158
6290,4939,7060,-114,714,-600
6749,5020,6979,386,1053,-1439
6961,5037,6215,991,823,-1814
6757,5242,5480,754,660,-1414
6686,5909,5313,632,461,-1093
6686,6844,5156,579,-337,-242
6230,6995,5004,582,-1313,731
5726,7067,4931,866,-1592,726
5071,7003,4997,783,-1276,493
4928,7071,5607,168,-674,506
5208,6791,6400,-842,-294,1136
5293,6044,6705,-967,-31,998
5350,5290,6709,-987,611,376
5675,5218,6781,-851,1066,-215
5992,5117,6882,-719,1070,-351
6528,5025,6973,-622,1062,-440
6972,5027,6668,-598,1139,-541
6988,5010,6221,-68,692,-624
6766,5232,5623,796,770,-1566
6645,5876,5354,827,798,-1625
6572,6560,5426,898,264,-1162
6238,6920,5079,673,-810,137
5854,6957,5040,688,-1330,642
5307,7016,4984,807,-1403,596
4913,7086,5445,654,-1283,629
4962,7037,6066,60,-830,770
5316,6656,6683,-777,-745,1522
5347,5808,6652,-1001,-578,1579
5684,5254,6746,-1022,33,989
6131,5100,6899,-984,1089,-105
6412,5101,6898,-1045,1335,-290
6939,5061,6801,-886,1237,-351
7091,4907,6131,-622,1071,-449
6957,5042,5456,-318,879,-561
6715,5666,5283,139,866,-1005
6490,6312,5509,888,592,-1480
6200,6759,5239,919,39,-958
5838,6945,5053,853,-1198,345
5444,6935,5064,963,-1671,708
4953,7045,5251,917,-1645,728
4810,7187,6036,777,-1487,710
4986,7012,6985,618,-1245,627
4963,6029,7036,436,-992,556
5443,5338,6662,23,-655,632
6405,5493,6506,-580,-600,1180
6615,5383,6410,-1088,-421,1509
6861,5138,6669,-1293,492,801
6931,5069,6184,-1150,1160,-10
7013,4984,5570,-1047,1149,-102
6968,5296,5031,-1135,1243,-108
6984,6084,5016,-745,998,-253
6670,6751,5247,-568,841,-273
5891,6672,5327,-448,909,-461
5344,6655,5681,-13,817,-804
5142,6857,6281,787,418,-1205
5015,6984,6249,1454,-234,-1220
5011,6988,6795,1445,-966,-479
4900,6258,7098,1304,-1221,-83
5022,5375,6977,954,-963,9
5841,5082,6917,814,-871,57
6654,5338,6661,360,-678,318
6744,5255,5875,51,-856,805
6793,5224,5206,-322,-846,1168
6947,5617,5052,-901,-754,1655
7061,6014,4937,-746,-776,1522
6994,6555,5005,-721,-341,1062
6463,6684,5316,-933,1102,-169
5698,6644,5354,-1031,1576,-545
5506,6493,5741,-776,1207,-431
5440,6558,6167,-314,724,-410
5235,6764,6608,777,127,-904
5199,6800,6496,1515,-696,-819
5114,6529,6885,1420,-1033,-387
4911,5897,7088,1405,-986,-419
5089,5132,6910,1395,-696,-699
6020,5008,6991,976,-523,-453
6909,5090,6902,247,-1,-246
6973,5026,5834,-209,102,107
6832,5510,5166,-112,-603,715
6765,5943,5234,374,-1010,636
6735,6492,5264,981,-922,-59
6419,6820,5178,806,-686,-120
5848,6909,5089,539,-467,-72
5390,6828,5170,264,-262,-2
5239,6761,5507,-248,-14,262
5231,6767,6132,-677,123,554
5203,6796,6796,-105,-233,338
4950,6258,7048,1110,-811,-299
4937,5504,7060,1382,-600,-782
5433,4890,7108,1227,-162,-1065
6266,4772,7226,675,391,-1066
6918,5082,6749,418,670,-1088
6626,5372,5436,789,-343,-446
6638,5919,5360,1283,-1540,257
6672,6241,5327,1393,-1633,240
6655,6555,5343,1085,-1448,363
6456,6771,5227,754,-1269,515
6084,6960,5039,553,-1164,611
5496,7099,4898,415,-1202,787
5025,6972,5039,-32,-1136,1168
4977,7022,5911,-1139,-814,1953
5250,6710,6748,-838,-708,1546
5314,5847,6684,-734,-432,1166
5504,5029,6969,-716,554,162
5967,5003,6996,-872,1411,-539
6497,4942,7057,-959,1478,-519
7043,4956,6713,-745,1295,-550
7015,4985,6156,39,574,-613
6716,5376,5282,1190,193,-1383
6730,6330,5269,1212,-196,-1016
6423,6732,5266,1176,-712,-464
6048,6787,5211,983,-855,-128
5653,6853,5146,723,-699,-24
5113,6886,5189,533,-715,182
4998,7000,5716,385,-793,408
5104,6894,6200,-57,-711,768
5343,6540,6655,-293,-813,1106
5335,5880,6664,-360,-620,980
5319,5096,6902,-85,111,-26
5530,4826,7172,329,1219,-1548
6149,4753,7246,627,1536,-2163
7035,4963,7002,758,1239,-1997
7066,4933,5780,675,645,-1320
6978,5533,5019,87,361,-448
6874,6796,5125,312,-516,204
6254,6825,5174,1249,-1192,-57
5776,6796,5202,1420,-931,-489
5351,6647,5384,1016,-284,-732
5348,6649,6205,514,579,-1093
5378,6621,6243,19,1092,-1111
5421,6578,6454,-516,858,-342
5105,6419,6893,-85,135,-50
4920,6027,7078,1448,-888,-560
5051,5148,6947,1945,-865,-1080
5854,4980,7017,1401,-540,-861
6711,5012,6987,767,-152,-615
6938,5060,6270,536,84,-620
6697,5448,5300,631,-463,-168
6781,6028,5217,854,-959,105
6736,6550,5263,961,-1031,70
6422,6807,5191,909,-980,71
5944,6944,5054,745,-821,76
5371,6915,5083,601,-732,131
5114,6885,5359,219,-473,254
5263,6735,6005,-920,25,895
5330,6477,6668,-957,313,644
5292,5959,6706,-567,215,352
5186,5338,6812,-285,364,-79
5160,4907,7092,349,726,-1075
5870,4790,7209,1017,896,-1913
6646,4981,7017,994,700,-1694
6853,5146,5979,1236,57,-1293
6701,5620,5297,957,-880,-77
6663,6117,5335,1033,-1178,145
6666,6478,5332,904,-1181,277
6568,6717,5281,646,-1166,520
6333,6920,5078,403,-1107,704
5996,7182,4816,-74,-1100,1174
5362,7066,4931,-816,-1128,1944
5014,6986,5715,-1092,-857,1949
5241,6758,6600,-912,-368,1280
5212,5723,6786,-944,321,623
5316,5257,6742,-1046,1086,-40
5734,5136,6863,-1030,1221,-191
6231,5079,6918,-974,1018,-44
6805,5128,6871,-662,691,-29
6878,5122,6440,-58,328,-270
6687,5312,5621,1078,-286,-792
6697,5850,5302,972,-524,-448
6710,6318,5288,779,-648,-131
6637,6756,5243,508,-681,173
6531,7054,4944,14,-698,684
5964,7233,4765,-994,-790,1784
5120,6959,5039,-1193,-734,1927
5088,6910,6135,-1336,-219,1555
5208,6194,6791,-924,570,354
5318,5678,6680,-1084,1111,-27
5394,5337,6662,-1085,1195,-110
5625,5221,6777,-847,1153,-306
6087,5065,6933,-550,1005,-455
6643,5030,6969,-532,1167,-635
7027,4971,6636,-409,1137,-728
6954,5044,6170,220,840,-1060
6680,5318,5416,814,810,-1624
6579,5989,5420,724,569,-1293
6530,6742,5257,748,-163,-585
6232,6896,5102,611,-1183,572
5815,6987,5012,690,-1429,739
5202,7049,4950,706,-1414,708
4887,7112,5501,455,-1155,700
5048,6951,6131,-356,-735,1091
5262,6473,6737,-855,-699,1554
5390,5685,6608,-853,-481,1334
5730,5081,6917,-852,357,495
6155,5055,6944,-938,1343,-405
6574,5038,6961,-1000,1461,-461
7051,4947,6674,-877,1348,-471
7088,4911,5920,-448,870,-422
6726,5272,5458,291,725,-1016
6625,5989,5373,1029,611,-1640
6447,6604,5394,1093,207,-1300
6070,6896,5103,829,-829,0
5749,6892,5107,825,-1338,513
5262,6917,5081,870,-1354,484
4916,7084,5516,768,-1304,536
4920,7079,6249,453,-965,512
5259,6650,6739,-152,-919,1071
5372,5849,6626,-868,-738,1606
5650,5382,6617,-961,-339,1300
6125,5020,6978,-818,728,90
6426,5073,6925,-979,1540,-561
6934,5064,6865,-982,1574,-592
7164,4834,6204,-788,1452,-664
7076,4922,5329,-616,1207,-591
7034,5696,4965,-552,1079,-527
6754,6452,5246,-294,739,-445
5855,6487,5511,368,606,-974
5484,6515,5498,1086,457,-1543
5307,6832,5167,1325,-477,-848
5158,6840,5511,1245,-1382,137
4991,7006,5998,1004,-1242,238
4973,7026,6705,1077,-1278,201
4975,6404,7023,926,-1260,334
5083,5527,6916,566,-858,292
5677,5230,6768,481,-809,328
6455,5370,6629,252,-857,605
6761,5238,5980,-258,-624,882
6898,5101,5669,-1124,-191,1315
7004,4994,5574,-1411,439,972
7041,5268,4957,-1392,1101,291
7060,6170,4939,-1108,1049,59
6680,6878,5121,-793,806,-13
5817,6824,5174,-579,755,-176
5343,6656,5712,-292,740,-448
5240,6758,6366,15,858,-873
5069,6669,6929,714,666,-1380
4976,6310,7023,1298,532,-1830
4881,5779,7116,1108,553,-1661
5111,5377,6888,893,13,-906
5871,5221,6777,1144,-1451,307
6520,5406,6593,948,-1319,371
6551,5446,6067,679,-989,310
6640,5357,5486,60,-585,525
6773,5225,5313,-1209,-5,1214
6788,5265,5210,-1489,686,803
7021,5879,4978,-1302,916,386
6955,6641,5043,-1317,749,568
6277,6951,5049,-1048,632,416
5480,6858,5140,-473,414,59
5102,6896,5848,-59,180,-121
5182,6815,6756,253,341,-594
5003,6340,6995,366,764,-1130
5039,5805,6959,226,830,-1056
5373,5283,6716,-341,465,-124
6056,5550,6448,-579,-437,1016
6456,5521,6478,-368,-1350,1718
6637,5361,6184,-347,-821,1168
6856,5143,6263,-915,181,734
6934,5064,5933,-1184,1318,-134
6924,5074,5254,-1368,1612,-244
7071,5676,4928,-1608,1689,-81
6995,6497,5004,-1339,1225,114
6385,6913,5086,-1089,907,182
5598,6768,5230,-445,484,-39
5093,6906,5799,247,76,-323
4931,7067,6094,1175,-621,-554
5040,6960,6731,1403,-951,-452
4981,6410,7018,1046,-791,-255
5018,5648,6981,535,-576,41
5766,5234,6764,165,-443,278
6607,5391,6450,-742,-387,1129
6743,5256,6195,-1141,-402,1543
6937,5062,6106,-1340,158,1182
7036,4962,5697,-1243,909,334
7010,5186,4989,-1291,1295,-4
7051,6062,4948,-983,1122,-139
6751,6822,5176,-712,846,-134
5933,6781,5219,-519,809,-290
5352,6646,5657,-154,842,-688
5196,6804,6367,295,754,-1049
5183,6771,6817,1043,542,-1585
5036,6575,6962,1229,407,-1636
4925,6242,7073,1144,-52,-1092
5074,5561,6924,978,-986,8
5793,5133,6866,1053,-1281,228
6480,5323,6676,781,-1024,243
6673,5327,6148,613,-850,237
6742,5255,5364,107,-556,449
6947,5293,5051,-1117,-155,1272
7003,5564,4996,-1464,312,1152
6976,6260,5022,-1156,626,530
6598,6844,5155,-846,783,63
5778,6775,5224,-635,770,-135
5365,6634,5793,-226,636,-410
5193,6806,6541,388,569,-957
5164,6834,6640,1334,211,-1545
5138,6861,6824,1476,-319,-1157
4995,6250,7004,1262,-882,-380
5091,5484,6908,837,-841,4
5694,5147,6852,852,-899,47
6439,5336,6663,441,-658,217
6717,5282,6011,13,-664,651
6859,5140,5376,-792,-445,1237
6879,5119,5254,-1441,-22,1463
6969,5258,5030,-1387,527,860
7013,6142,4984,-1063,951,112
6676,6835,5164,-932,998,-66
5816,6783,5216,-621,866,-245
5365,6633,5702,-258,760,-502
5180,6818,6486,385,591,-976
5154,6845,6654,1335,219,-1554
5127,6836,6871,1469,-222,-1247
4964,6294,7035,1304,-861,-443
5056,5431,6943,1025,-970,-55
5764,5111,6888,909,-963,54
6501,5324,6675,441,-643,202
6738,5259,5908,-58,-659,717
6825,5172,5279,-872,-514,1386
6855,5201,5143,-1363,-270,1633
7000,5411,4998,-1342,278,1064
6981,6182,5017,-982,942,40
6573,6829,5170,-963,1139,-176
5771,6741,5258,-677,960,-283
5405,6594,5722,-346,845,-499
5253,6746,6418,151,715,-866
5188,6810,6701,1141,350,-1491
5155,6844,6825,1423,-235,-1188
5002,6302,6995,1247,-902,-345
5086,5514,6914,893,-926,33
5670,5168,6830,798,-879,81
6400,5350,6648,437,-696,259
6730,5268,6040,-38,-631,669
6899,5100,5547,-973,-249,1222
6969,5029,5491,-1492,395,1097
7027,5316,4971,-1443,1022,421
7071,6188,4929,-1210,1039,171
6689,6879,5120,-930,713,217
5823,6820,5179,-436,494,-58
5200,6799,5715,250,280,-530
5011,6987,6034,1031,-157,-874
5043,6955,6438,1107,-463,-644
5097,6632,6902,695,-441,-254
5130,5899,6869,226,-299,73
5542,5294,6704,-318,-3,321
6158,5207,6791,-717,119,598
6669,5206,6793,-734,268,466
6917,5081,6479,-643,507,136
6938,5061,5900,-402,437,-35
6747,5251,5407,26,216,-242
6705,5751,5293,304,243,-547
6651,6426,5348,478,178,-656
6320,6903,5096,382,-287,-95
5875,7083,4916,302,-959,657
5172,7077,4920,305,-1312,1007
4919,7079,5498,125,-1100,975
5083,6916,6188,-717,-737,1454
5279,6367,6719,-815,-502,1317
5286,5372,6713,-998,118,880
5692,5097,6902,-864,1051,-187
6091,5038,6962,-969,1390,-421
6667,4985,7014,-883,1323,-440
7062,4936,6552,-684,1231,-547
7014,4985,5908,-211,723,-512
6627,5372,5532,561,586,-1147
6553,6038,5445,1032,489,-1521
6445,6715,5283,980,-180,-800
6136,6837,5161,731,-1116,385
5818,6895,5102,797,-1363,566
5331,6973,5027,723,-1276,553
4862,7136,5419,605,-1370,765
4836,7163,6313,497,-1196,699
5014,6689,6985,336,-1033,697
5232,5740,6767,-151,-874,1025
5883,5398,6600,-707,-698,1405
6395,5442,6557,-974,-554,1528
6760,5238,6758,-1211,191,1020
6851,5147,6553,-1302,1278,24
6995,5004,6035,-1023,1207,-184
7014,4986,5353,-1057,1233,-176
6979,5568,5020,-885,1228,-343
6878,6385,5120,-484,948,-464
6277,6679,5320,-282,910,-628
5494,6565,5433,125,893,-1018
5262,6737,5875,864,442,-1306
5041,6957,5660,1392,-432,-960
4993,7006,6224,1355,-1195,-160
5044,6934,6953,1394,-1398,4
4955,6127,7044,1064,-1189,125
5149,5314,6848,778,-862,84
5916,5244,6754,434,-603,169
6650,5349,6338,-252,-526,778
6906,5092,6328,-1250,197,1053
6976,5022,6066,-1548,1086,462
7005,4994,5404,-1404,1262,142
7018,5448,4982,-1396,1264,132
7003,6234,4996,-822,859,-37
6562,6807,5193,-472,627,-155
5585,6647,5352,-58,731,-673
5270,6728,6021,484,861,-1345
5227,6771,6341,953,692,-1645
5206,6792,6699,1146,480,-1626
5102,6807,6897,1193,84,-1277
4980,6364,7019,1210,-934,-276
5078,5469,6920,1128,-1208,80
5786,5149,6850,1030,-1118,88
6427,5338,6660,657,-852,195
6715,5283,6190,442,-640,198
6911,5088,5362,-316,-266,582
6938,5062,5198,-1354,347,1007
7044,5581,4955,-1384,791,593
6970,6385,5029,-853,658,195
6459,6835,5163,-638,727,-89
5612,6669,5330,-378,738,-360
5325,6674,6032,127,831,-958
5252,6747,6540,862,670,-1532
5257,6742,6666,1311,450,-1761
5170,6742,6827,1359,47,-1406
5047,6438,6952,1254,-708,-546
5066,5603,6933,1038,-1042,4
5533,5134,6864,1102,-1039,-63
6267,5242,6757,655,-641,-14
6776,5222,6388,180,-305,125
7110,4888,5888,-757,411,346
6984,5014,5336,-1410,984,426
6997,5493,5002,-1093,794,299
6985,6241,5014,-585,604,-19
6442,6746,5251,-364,553,-189
5457,6542,5510,275,601,-876
5307,6692,5851,1069,495,-1564
5113,6886,5675,1526,-276,-1250
5034,6964,6043,1443,-1043,-400
5021,6977,6760,1279,-1202,-77
4971,6360,7027,1168,-1185,17
5054,5561,6943,807,-929,122
5642,5186,6813,621,-782,161
6446,5393,6607,277,-739,462
6795,5204,5935,-379,-624,1003
6884,5113,5718,-1258,-150,1408
6960,5039,5551,-1396,321,1075
7009,5255,4990,-1280,974,306
7049,6141,4949,-1073,1058,15
6714,6857,5141,-856,902,-46
5863,6809,5188,-561,752,-191
5336,6661,5826,-1,636,-635
5192,6807,6489,607,701,-1308
5223,6774,6733,1221,506,-1727
5124,6737,6875,1320,145,-1465
5038,6446,6961,1192,-603,-589
5098,5580,6902,930,-1049,119
5657,5209,6790,909,-1077,168
6303,5358,6640,563,-893,330
6690,5309,6160,157,-604,447
6945,5053,5660,-875,-47,922
6996,5003,5561,-1537,795,742
7035,5270,4964,-1516,1168,348
7100,6127,4898,-1249,1058,191
6729,6920,5079,-885,747,138
5786,6876,5122,-398,448,-50
5174,6825,5741,302,194,-496
5090,6909,6317,843,211,-1054
5175,6733,6825,860,323,-1183
5028,6186,6969,501,670,-1171
5233,5700,6766,-135,670,-535
5545,5400,6599,-646,245,401
5994,5503,6496,-440,-523,963
6344,5370,6628,-45,-689,734
6823,5176,6789,-171,169,2
7060,4938,6179,-831,1449,-618
7115,4882,5544,-1419,1729,-310
7051,5258,4947,-1534,1718,-184
7087,6240,4911,-1092,1317,-225
6598,6911,5087,-760,865,-105
5721,6809,5189,-573,761,-188
5340,6659,5800,-316,795,-479
5271,6726,6369,-162,959,-797
5049,6576,6948,393,764,-1157
4948,6168,7050,1090,667,-1757
4879,5647,7120,905,672,-1577
5171,5250,6828,853,5,-858
6040,5236,6761,1133,-1516,383
6582,5417,6424,996,-1414,418
6543,5456,5942,797,-1157,360
6595,5417,5404,135,-686,551
6795,5402,5203,-1027,-196,1223
6785,5428,5214,-1445,365,1080
6964,5927,5033,-1245,788,457
6939,6703,5059,-1370,728,642
6156,6960,5039,-1061,529,532
5410,6934,5064,-510,178,332
5093,6905,5707,-244,-42,286
5290,6708,6693,-97,375,-278
5185,6247,6812,-272,906,-634
5193,5660,6805,-422,908,-486
5313,5206,6793,-605,827,-222
5852,5035,6963,-514,670,-156
6409,4997,7002,-229,470,-241
6705,5201,6797,312,257,-569
6656,5342,5754,1115,-472,-643
6675,5551,5323,686,-676,-10
6921,5989,5077,180,-479,299
7167,6544,4831,-844,-482,1326
6910,7148,4851,-1423,-526,1949
6103,7167,4831,-1422,-256,1678
5145,6853,5419,-1072,404,668
5188,6811,6322,-573,560,13
5255,6361,6743,-404,698,-294
5199,5843,6800,-394,856,-462
5240,5385,6758,-535,985,-450
5445,5078,6920,-469,971,-502
5927,4922,7076,-176,930,-754
6422,4948,7050,230,595,-825
6787,5212,6174,1339,-129,-1210
6619,5379,5388,1293,-886,-407
6648,5930,5350,1220,-1083,-137
6683,6352,5316,949,-929,-20
6657,6688,5310,636,-829,193
6484,6949,5050,247,-718,471
6113,7249,4750,-719,-753,1472
5300,7022,4976,-1160,-846,2006
5059,6939,5983,-1419,-308,1727
5186,6280,6812,-1086,533,553
5281,5769,6717,-1080,1010,70
5320,5304,6695,-1102,1105,-3
5755,5162,6837,-891,987,-96
6230,5059,6939,-754,815,-61
6782,5039,6960,-545,824,-279
6983,5015,6541,-215,825,-610
6833,5166,5979,952,552,-1504
6608,5443,5390,1024,619,-1643
6615,6263,5384,900,306,-1206
6475,6875,5123,660,-588,-72
6217,6903,5095,540,-1329,789
5741,7024,4974,611,-1452,841
5079,6984,5015,606,-1422,816
4959,7040,5498,103,-897,794
5149,6850,6324,-969,-581,1550
5328,6314,6671,-875,-557,1432
5379,5404,6619,-911,67,844
5666,5214,6785,-796,1126,-330
5965,5162,6837,-714,1370,-656
6324,5075,6923,-787,1354,-567
6922,5030,6969,-708,1302,-594
7153,4845,6283,-547,1310,-763
7033,4966,5296,-633,1178,-545
6971,5591,5028,-459,972,-513
6594,6372,5405,222,771,-993
5974,6508,5492,921,721,-1642
5548,6556,5443,1083,446,-1529
5349,6857,5141,1243,-713,-530
5159,6840,5421,1133,-1381,248
4954,7045,5930,831,-1138,307
4966,7034,6665,987,-1282,295
4993,6414,7006,861,-1292,431
5111,5531,6889,547,-972,425
5732,5283,6717,393,-890,497
6588,5409,6550,-95,-725,820
6868,5130,6309,-1059,-6,1065
6988,5010,6160,-1531,1061,470
7035,4963,5624,-1463,1259,204
7023,5185,4975,-1440,1372,68
7070,6172,4928,-1009,1081,-72
6658,6876,5121,-698,748,-50
5862,6799,5199,-443,586,-143
5243,6756,5986,396,460,-856
5200,6798,6313,1148,377,-1525
5152,6847,6491,1360,154,-1514
5092,6906,6739,1265,-291,-974
4979,6266,7019,1136,-1057,-79
5074,5538,6924,874,-984,110
5761,5194,6804,726,-902,176
6460,5409,6590,386,-832,446
6717,5282,6000,-21,-778,799
6840,5158,5397,-900,-424,1324
6904,5094,5385,-1449,99,1350
6987,5271,5011,-1377,855,522
7055,6161,4944,-1196,1089,107
6715,6878,5120,-955,921,34
5819,6840,5158,-592,735,-143
5310,6688,5699,-180,633,-453
5150,6850,6395,191,650,-841
5109,6726,6890,959,451,-1410
4989,6246,7010,929,568,-1497
4928,5708,7070,539,577,-1116
5215,5456,6783,530,-141,-389
5882,5354,6645,970,-1456,486
6388,5493,6506,866,-1406,540
6546,5453,6123,408,-721,313
6850,5149,5728,-638,73,565
6868,5131,5697,-1507,1083,424
6848,5171,5151,-1498,1232,266
7089,5758,4909,-1449,1146,303
6997,6556,5002,-1198,810,388
6341,6950,5049,-827,584,243
5443,6819,5180,-402,450,-48
5170,6829,6057,60,371,-431
5171,6827,6698,193,826,-1019
4960,6441,7038,695,699,-1394
4953,5882,7046,613,748,-1361
5125,5332,6874,244,437,-681
5723,5410,6589,276,-794,518
6237,5435,6563,806,-1577,771
6532,5466,6303,713,-1169,456
6678,5321,5748,33,-426,393
6910,5088,5772,-1283,518,765
6831,5167,5299,-1628,1191,437
7036,5615,4962,-1500,1164,336
7048,6369,4950,-1414,882,532
6537,6965,5035,-1170,724,446
5650,6936,5062,-479,449,30
5076,6922,5655,-2,125,-123
5188,6810,6666,246,369,-615
5195,6413,6803,-20,1013,-993
5224,5907,6775,-365,965,-600
5250,5338,6749,-743,765,-22
5706,5087,6911,-536,582,-46
6188,4991,7007,-265,488,-223
6663,5070,6929,84,597,-681
6870,5129,6528,710,555,-1265
6828,5170,5761,646,577,-1223
6882,5549,5118,15,625,-640
7075,6370,4923,-665,250,415
6929,7200,4799,-796,-651,1447
6193,7243,4754,-688,-1052,1740
5333,7054,4945,-579,-618,1197
5227,6772,6344,-931,566,365
5254,6414,6743,-1205,1445,-240
5343,5800,6656,-1419,1530,-111
5381,5436,6617,-1496,1430,66
5620,5283,6716,-1172,1183,-11
5987,5142,6856,-859,952,-93
6480,5035,6964,-572,873,-301
7008,4990,6754,-473,1137,-664
6995,5004,6208,-13,939,-926
6756,5242,5613,784,838,-1622
6644,5873,5354,867,798,-1665
6614,6581,5385,805,275,-1080
6233,6973,5027,591,-899,308
5833,7017,4983,666,-1484,818
5202,7048,4950,762,-1542,780
4900,7099,5530,424,-1130,706
5074,6925,6094,-731,-552,1283
5246,6416,6752,-1107,-585,1692
5366,5529,6632,-1068,-256,1324
5793,5103,6895,-1028,670,358
6128,5127,6872,-1112,1241,-129
6590,5105,6893,-959,1124,-165
7030,4968,6627,-699,1042,-343
7062,4937,5899,-478,893,-415
6772,5225,5480,55,739,-794
6559,5883,5440,816,658,-1474
6509,6525,5472,1013,242,-1255
6226,6843,5155,700,-814,114
5923,6855,5143,631,-1415,784
5538,6931,5068,707,-1495,788
4960,7039,5148,687,-1461,774
4810,7188,5930,505,-1333,828
4992,7008,6839,325,-1123,798
5075,6078,6924,46,-939,893
5414,5392,6608,-204,-574,778
6189,5326,6673,-589,-413,1002
6660,4992,7007,-981,480,501
6955,5042,6686,-1240,1395,-155
7146,4853,6085,-1089,1308,-219
7045,4953,5281,-977,1179,-202
7038,5723,4960,-589,1006,-417
6718,6531,5281,-147,747,-600
5813,6558,5440,343,748,-1091
5441,6558,5597,974,649,-1623
5258,6740,5423,1324,-82,-1242
5128,6870,5626,1298,-1165,-133
5022,6976,6126,1118,-1204,86
5026,6972,6841,1185,-1262,77
4986,6261,7013,1060,-1230,170
5120,5450,6878,747,-953,206
5767,5214,6783,588,-893,305
6502,5404,6595,295,-893,598
6779,5220,5903,-278,-670,948
6881,5117,5616,-1228,-182,1410
6971,5027,5534,-1462,387,1075
7032,5340,4966,-1399,1092,307
7051,6214,4948,-1118,1057,61
6653,6886,5112,-902,917,-15
5772,6824,5175,-563,757,-194
5305,6694,5863,-47,657,-610
5237,6761,6474,273,915,-1188
5161,6670,6837,865,744,-1609
5018,6363,6979,1076,552,-1628
4942,5933,7056,1024,304,-1328
5215,5649,6785,811,-572,-239
5805,5259,6739,1023,-1381,358
6353,5445,6553,740,-1121,381
6596,5403,6172,390,-678,288
6900,5100,5694,-660,41,619
6915,5084,5616,-1535,1025,510
6921,5224,5078,-1553,1223,330
7105,5914,4893,-1452,1138,314
6959,6732,5039,-1120,795,325
6116,6966,5033,-664,452,212
5175,6825,5253,15,80,-95
5026,6973,6110,416,113,-529
5138,6727,6861,547,398,-945
5408,6167,6591,-355,1112,-757
5317,5717,6681,-1429,1041,388
5486,5317,6680,-1068,648,420
5942,5200,6798,-608,430,178
6336,5050,6949,-303,436,-133
6872,5038,6961,-18,984,-966
7025,4973,6256,99,1227,-1326
6925,5074,5405,-48,1050,-1002
6943,5643,5057,-266,853,-587
6836,6343,5162,-286,500,-214
6287,6829,5170,5,36,-41
5465,6931,5069,523,-438,-85
5115,6884,5232,1007,-981,-26
5006,6992,5797,820,-763,-57
5069,6929,6429,358,-377,19
5322,6396,6677,-300,-35,335
5344,5599,6654,-1042,321,721
5546,5235,6765,-939,615,324
5995,5113,6886,-675,743,-68
6493,5025,6974,-585,835,-250
7010,4989,6740,-514,1077,-563
6998,5001,6219,-75,808,-733
6750,5248,5688,772,699,-1471
6609,5831,5389,926,691,-1617
6597,6537,5400,843,240,-1083
6260,6925,5073,567,-853,286
5904,6964,5034,664,-1487,823
5380,7045,4953,756,-1524,768
4845,7154,5296,608,-1496,888
4806,7192,6241,333,-1162,829
4969,6694,7029,282,-1046,764
5041,5763,6958,397,-747,350
5682,5373,6625,10,-523,513
6490,5400,6598,-703,-403,1106
