I0,I1,I2
1843,-3415,1572
2417,-3291,874
3073,-3328,255
3650,-3201,-449
3597,-2363,-1234
3526,-1761,-1765
3394,-1101,-2293
3217,-420,-2797
2788,338,-3126
2371,1002,-3373
1802,1555,-3357
1150,2041,-3191
478,2499,-2977
-255,2928,-2673
-981,3180,-2199
-1559,3246,-1687
-2079,3027,-948
-2421,2541,-120
-2772,2173,599
-3089,1901,1188
-3320,1592,1728
-3130,907,2223
-2932,268,2664
-2549,-449,2998
-2149,-1126,3275
-1608,-1732,3340
-886,-2235,3121
-202,-2668,2870
486,-3163,2677
1216,-3477,2261
1815,-3564,1749
2404,-3432,1028
2875,-3192,317
3415,-3036,-379
3881,-2714,-1167
3828,-2083,-1745
3799,-1472,-2327
3518,-709,-2809
3102,28,-3130
2660,746,-3406
2169,1353,-3522
1567,1802,-3369
841,2425,-3266
0,2796,-2796
-676,2970,-2294
-1287,2908,-1621
-1852,2879,-1027
-2499,2838,-339
-2792,2433,359
-3176,2178,998
-3205,1650,1555
-3110,1084,2026
-2862,375,2487
-2479,-350,2829
-2083,-1080,3163
-1559,-1604,3163
-825,-2219,3044
-78,-2611,2689
594,-3056,2462
1216,-3308,2092
1827,-3460,1633
2380,-3374,994
2833,-3143,310
3267,-2780,-487
3469,-2338,-1131
3485,-1687,-1798
3423,-1122,-2301
3159,-449,-2710
2813,264,-3077
2400,1023,-3423
1835,1551,-3386
1237,2132,-3369
523,2503,-3026
-193,2871,-2678
-948,2974,-2026
-1551,3036,-1485
-2070,2937,-867
-2528,2714,-186
-2978,2516,462
-3056,1992,1064
-3159,1513,1646
-3003,895,2108
-2714,226,2488
-2318,-548,2866
-1786,-1208,2994
-1427,-1744,3171
-664,-2351,3015
57,-2706,2649
709,-3106,2397
1386,-3440,2054
1914,-3522,1608
2532,-3333,801
2920,-3077,157
3403,-2772,-631
3675,-2363,-1312
3939,-2000,-1939
3770,-1315,-2455
3580,-565,-3015
3229,226,-3455
2582,862,-3444
2058,1530,-3588
1254,2017,-3271
622,2586,-3208
-132,3085,-2953
-697,3300,-2603
-1485,3448,-1963
-1934,3176,-1242
-2450,2932,-482
-2887,2557,330
-3254,2297,957
-3436,1765,1671
-3221,1225,1996
-3031,511,2520
-2730,-226,2956
-2305,-940,3245
-1777,-1658,3435
-1241,-2252,3493
-486,-2726,3212
391,-3118,2727
961,-3514,2553
1637,-3687,2050
2281,-3679,1398
2796,-3588,792
3283,-3337,54
3832,-3225,-607
4054,-2553,-1501
3762,-1868,-1894
3642,-1064,-2578
3246,-272,-2974
2821,457,-3278
2376,1200,-3576
2008,1810,-3818
1208,2268,-3476
396,2664,-3060
-375,2986,-2611
-1051,3184,-2133
-1592,3003,-1411
-2198,2895,-697
-2590,2536,54
-2970,2219,751
-3196,1819,1377
-3221,1340,1881
-3110,672,2438
-2862,-24,2886
-2380,-738,3118
-1831,-1468,3299
-1315,-2037,3352
-594,-2520,3114
206,-2920,2714
895,-3361,2466
1571,-3630,2059
2178,-3753,1575
2640,-3366,726
3015,-2978,-37
3432,-2565,-867
3625,-2087,-1538
3654,-1604,-2050
3745,-965,-2780
3572,-264,-3308
3023,503,-3526
2347,1163,-3510
1810,1699,-3509
1010,2277,-3287
53,2627,-2680
-556,3089,-2533
-1249,3205,-1956
-1769,3163,-1394
-2404,3097,-693
-2846,2706,140
-3353,2479,874
-3382,1951,1431
-3271,1443,1828
-3106,701,2405
-2858,37,2821
-2470,-705,3175
-1984,-1406,3390
-1361,-1988,3349
-622,-2578,3200
136,-2965,2829
738,-3353,2615
1518,-3522,2004
2140,-3621,1481
2660,-3328,668
3353,-3485,132
4083,-3489,-594
3931,-2602,-1329
3877,-1938,-1939
3572,-1179,-2393
3275,-334,-2941
2829,371,-3200
2437,1080,-3517
1860,1786,-3646
1113,2264,-3377
325,2640,-2965
-445,3040,-2595
-1183,3345,-2162
-1852,3526,-1674
-2281,3184,-903
-2499,2553,-54
-2928,2264,664
-3238,1963,1275
-3250,1480,1770
-3143,759,2384
-2879,33,2846
-2491,-754,3245
-1934,-1324,3258
-1394,-1996,3390
-631,-2495,3126
321,-2850,2529
787,-3250,2463
1493,-3580,2087
2083,-3601,1518
2668,-3456,788
3011,-3143,132
3394,-2693,-701
3584,-2145,-1439
3625,-1699,-1926
3477,-882,-2595
3040,-115,-2925
2590,614,-3204
2095,1254,-3349
1546,1802,-3348
882,2380,-3262
70,2751,-2821
-573,3073,-2500
-1208,3064,-1856
-1794,2994,-1200
-2272,2726,-454
-2664,2355,309
-2990,2165,825
-3139,1617,1522
-2941,994,1947
-2734,420,2314
-2446,-354,2800
-1951,-969,2920
-1464,-1641,3105
-911,-2112,3023
-239,-2470,2709
470,-2937,2467
1105,-3139,2034
1699,-3163,1464
2285,-3130,845
2879,-3114,235
3621,-3081,-540
3592,-2371,-1221
3489,-1703,-1786
3386,-1076,-2310
3184,-375,-2809
2833,383,-3216
2351,1027,-3378
1794,1555,-3349
1146,2112,-3258
536,2532,-3068
-214,2912,-2698
-940,3234,-2294
-1546,3407,-1861
-2116,3221,-1105
-2491,2689,-198
-2788,2239,549
-3027,1914,1113
-3267,1505,1762
-3155,915,2240
-3048,239,2809
-2586,-453,3039
-2244,-1084,3328
-1740,-1806,3546
-985,-2297,3282
-305,-2809,3114
433,-3262,2829
1056,-3588,2532
1864,-3786,1922
2289,-3576,1287
2772,-3271,499
3291,-3052,-239
3687,-2722,-965
3828,-2161,-1667
3856,-1662,-2194
3646,-862,-2784
3225,-123,-3102
2800,622,-3422
2363,1315,-3678
1711,1852,-3563
1002,2371,-3373
127,2883,-3010
-548,3172,-2624
-1225,3250,-2025
-1790,3151,-1361
-2446,3135,-689
-2829,2693,136
-3275,2462,813
-3390,1988,1402
-3386,1505,1881
-3267,829,2438
-2718,57,2661
-2446,-647,3093
-1876,-1353,3229
-1249,-1955,3204
-528,-2454,2982
251,-2821,2570
924,-3262,2338
1575,-3452,1877
2157,-3382,1225
2652,-3163,511
3069,-2833,-236
3452,-2491,-961
3667,-1996,-1671
3667,-1518,-2149
3498,-771,-2727
3048,-37,-3011
2730,668,-3398
2157,1410,-3567
1650,1864,-3514
825,2363,-3188
24,2763,-2787
-664,2957,-2293
-1311,2924,-1613
-1930,3023,-1093
-2359,2883,-524
-2928,2631,297
-3168,2235,933
-3258,1744,1514
-3077,1150,1927
-2833,429,2404
-2446,-231,2677
-1992,-952,2944
-1522,-1501,3023
-911,-2070,2981
-173,-2565,2738
511,-2970,2459
1188,-3304,2116
1786,-3436,1650
2318,-3283,965
2871,-3130,259
3271,-2871,-400
3613,-2409,-1204
3869,-2058,-1811
3654,-1357,-2297
3407,-585,-2822
3064,107,-3171
2536,829,-3365
1938,1472,-3410
1282,2054,-3336
532,2557,-3089
-235,3019,-2784
-792,3324,-2532
-1505,3452,-1947
-1971,3238,-1267
-2458,3056,-598
-2920,2664,256
-3192,2206,986
-3221,1728,1493
-3122,1142,1980
-2883,437,2446
-2586,-292,2878
-2182,-1043,3225
-1641,-1703,3344
-1060,-2268,3328
-338,-2751,3089
387,-3114,2727
1039,-3555,2516
1732,-3724,1992
2359,-3741,1382
2875,-3621,746
3403,-3345,-58
3976,-3180,-796
4075,-2578,-1497
3931,-1872,-2059
3729,-1142,-2587
3337,-239,-3098
2949,470,-3419
2508,1175,-3683
2033,1852,-3885
1340,2409,-3749
540,2838,-3378
-218,3217,-2999
-940,3382,-2442
-1584,3180,-1596
-2017,2928,-911
-2590,2627,-37
-3019,2355,664
-3300,1942,1358
-3316,1518,1798
-3258,837,2421
-3027,152,2875
-2586,-614,3200
-2058,-1212,3270
-1493,-1856,3349
-734,-2404,3138
4,-2850,2846
717,-3271,2554
1373,-3489,2116
2004,-3555,1551
2454,-3320,866
2961,-2924,-37
3370,-2578,-792
3498,-2033,-1465
3712,-1604,-2108
3960,-1200,-2760
3724,-420,-3304
3102,346,-3448
2392,985,-3377
1823,1551,-3374
981,2169,-3150
123,2524,-2647
-503,2924,-2421
-1225,3089,-1864
-1786,3126,-1340
-2376,2895,-519
-2850,2681,169
-3279,2458,821
-3316,1856,1460
-3155,1353,1802
-3040,610,2430
-2755,-74,2829
-2376,-771,3147
-1885,-1464,3349
-1233,-2062,3295
-528,-2611,3139
325,-2982,2657
944,-3353,2409
1617,-3617,2000
2252,-3654,1402
2862,-3535,673
3625,-3844,219
4125,-3576,-549
3885,-2681,-1204
3856,-1975,-1881
3543,-1171,-2372
3316,-408,-2908
2838,387,-3225
2437,1101,-3538
1885,1707,-3592
1097,2260,-3357
255,2706,-2961
-387,3056,-2669
-1122,3366,-2244
-1716,3485,-1769
-2227,3130,-903
-2355,2301,54
-2813,2145,668
-3209,1881,1328
-3147,1419,1728
-3085,676,2409
-2805,28,2777
-2450,-693,3143
-1897,-1423,3320
-1278,-1876,3154
-507,-2458,2965
301,-2825,2524
816,-3130,2314
1534,-3403,1869
2079,-3291,1212
2607,-3225,618
2994,-2871,-123
3423,-2512,-911
3522,-1988,-1534
3613,-1456,-2157
3572,-709,-2863
2994,53,-3047
2487,697,-3184
1947,1344,-3291
1402,1843,-3245
655,2442,-3097
8,2755,-2763
-697,2895,-2198
-1311,2871,-1560
-1761,2780,-1019
-2248,2413,-165
-2734,2252,482
-2961,1967,994
-2994,1423,1571
-2800,816,1984
-2528,156,2372
-2289,-548,2837
-1744,-1183,2927
-1332,-1802,3134
-664,-2318,2982
-16,-2648,2664
643,-3114,2471
1278,-3234,1956
1860,-3287,1427
2380,-3213,833
3106,-3399,293
3724,-3143,-581
3448,-2248,-1200
3370,-1691,-1679
3267,-1018,-2249
2982,-297,-2685
2611,412,-3023
2178,1018,-3196
1670,1571,-3241
1006,2128,-3134
119,2582,-2701
-391,2916,-2525
-1076,3135,-2059
-1637,3209,-1572
-2153,2941,-788
-2470,2446,24
-2805,2079,726
-3213,1856,1357
-3349,1419,1930
-3258,849,2409
-3184,173,3011
-2800,-618,3418
-2635,-1282,3917
-2066,-2070,4136
-1212,-2429,3641
-515,-2998,3513
297,-3498,3201
903,-3984,3081
1711,-4483,2772
2248,-4178,1930
2796,-3881,1085
3370,-3700,330
3861,-3432,-429
4257,-2974,-1283
4389,-2371,-2018
4389,-1815,-2574
4203,-1023,-3180
3823,-235,-3588
3419,552,-3971
2813,1386,-4199
2264,1992,-4256
1435,2615,-4050
577,3118,-3695
-301,3489,-3188
-1142,3658,-2516
-1839,3531,-1692
-2450,3683,-1233
-3143,3493,-350
-3576,3036,540
-3939,2730,1209
-3988,2128,1860
-3964,1439,2525
-3729,668,3061
-3205,-185,3390
-2858,-1056,3914
-2182,-1815,3997
-1493,-2541,4034
-589,-3143,3732
259,-3601,3342
985,-3972,2987
1819,-4199,2380
2483,-4207,1724
3089,-3960,871
3535,-3642,107
3943,-3168,-775
4137,-2635,-1502
4203,-1959,-2244
4087,-1188,-2899
3691,-342,-3349
3353,490,-3843
2767,1320,-4087
2136,2021,-4157
1315,2668,-3983
416,3064,-3480
-507,3510,-3003
-1332,3399,-2067
-2029,3630,-1601
-2656,3539,-883
-3217,3262,-45
-3650,2916,734
-3753,2305,1448
-3716,1703,2013
-3481,874,2607
-3085,16,3069
-2623,-787,3410
-2041,-1596,3637
-1390,-2227,3617
-610,-2846,3456
346,-3316,2970
1076,-3770,2694
1744,-3918,2174
2425,-3881,1456
3011,-3675,664
3498,-3291,-207
3811,-2838,-973
4145,-2355,-1790
4166,-1753,-2413
3976,-870,-3106
3790,-140,-3650
3184,655,-3839
2503,1419,-3922
1790,2120,-3910
874,2677,-3551
61,3205,-3266
-713,3621,-2908
-1480,3865,-2385
-2037,3720,-1683
-2648,3415,-767
-3143,3044,99
-3568,2631,937
-3704,2091,1613
-3625,1419,2206
-3403,651,2752
-3064,-132,3196
-2611,-948,3559
-2021,-1802,3823
-1431,-2466,3897
-589,-2978,3567
243,-3394,3151
1051,-3889,2838
1794,-4125,2331
2475,-4162,1687
3122,-3964,842
3720,-3766,46
4384,-3654,-730
4562,-2937,-1625
4372,-2153,-2219
4137,-1324,-2813
3757,-342,-3415
3295,486,-3781
2838,1233,-4071
2277,1971,-4248
1505,2656,-4161
606,3159,-3765
-210,3568,-3358
-1084,3902,-2818
-1864,3997,-2133
-2495,3700,-1205
-3060,3448,-388
-3485,2961,524
-3778,2569,1209
-3927,1897,2030
-3745,1208,2537
-3609,466,3143
-3130,-532,3662
-2503,-1291,3794
-1885,-1971,3856
-1175,-2648,3823
-284,-3225,3509
511,-3774,3263
1390,-4046,2656
2132,-4248,2116
2829,-4166,1337
3320,-3753,433
3778,-3407,-371
4137,-2825,-1312
4314,-2198,-2116
4298,-1625,-2673
4343,-899,-3444
3943,-57,-3886
3287,804,-4091
2549,1612,-4161
1823,2334,-4157
919,2904,-3823
-20,3440,-3420
-882,3885,-3003
-1666,4021,-2355
-2371,3889,-1518
-2899,3609,-710
-3473,3192,281
-3939,2912,1027
-3951,2252,1699
-3741,1468,2273
-3555,709,2846
-3300,-185,3485
-2792,-1068,3860
-2178,-1893,4071
-1435,-2631,4066
-602,-3229,3831
371,-3687,3316
1138,-3997,2859
1938,-4219,2281
2706,-4281,1575
3304,-4075,771
4083,-4158,75
4793,-3844,-949
4587,-2965,-1622
4620,-2219,-2401
4277,-1311,-2966
3910,-334,-3576
3460,495,-3955
2961,1406,-4367
2223,2173,-4396
1332,2784,-4116
247,3262,-3509
-391,3741,-3350
-1303,4009,-2706
-2062,4092,-2030
-2677,3667,-990
-2957,2875,82
-3733,2734,999
-3980,2285,1695
-3960,1794,2166
-3877,919,2958
-3547,57,3490
-3007,-787,3794
-2310,-1666,3976
-1567,-2301,3868
-631,-2974,3605
152,-3394,3242
911,-3823,2912
1773,-4133,2360
2524,-4096,1572
3130,-3988,858
3625,-3498,-127
4108,-3064,-1044
4261,-2367,-1894
4368,-1909,-2459
4380,-1084,-3296
3774,-181,-3593
3064,734,-3798
2429,1464,-3893
1794,2202,-3996
882,2899,-3781
78,3394,-3472
-759,3617,-2858
-1571,3691,-2120
-2359,3708,-1349
-2854,3423,-569
-3473,2982,491
-3774,2594,1180
-3762,1992,1770
-3576,1295,2281
-3262,453,2809
-2932,-367,3299
-2392,-1216,3608
-1670,-1922,3592
-932,-2640,3572
-99,-3184,3283
664,-3551,2887
1402,-3720,2318
2145,-3840,1695
2875,-3691,816
3564,-3811,247
4389,-3782,-607
4087,-2706,-1381
4100,-2033,-2067
3951,-1163,-2788
3597,-350,-3247
3205,540,-3745
2714,1204,-3918
1947,1967,-3914
1258,2503,-3761
453,3040,-3493
-445,3539,-3094
-1146,3741,-2595
-1938,3828,-1890
-2541,3613,-1072
-2871,2932,-61
-3184,2326,858
-3539,2136,1403
-3696,1600,2096
-3526,820,2706
-3209,-90,3299
-2734,-783,3517
-2301,-1542,3843
-1526,-2330,3856
-717,-2825,3542
247,-3345,3098
948,-3922,2974
1790,-4277,2487
2347,-4108,1761
2904,-3823,919
3419,-3572,153
4092,-3188,-904
4285,-2582,-1703
4306,-1975,-2331
4116,-1134,-2982
3782,-309,-3473
3304,589,-3893
2767,1274,-4041
2136,1996,-4132
1332,2627,-3959
429,3147,-3576
-453,3597,-3144
-1221,3898,-2677
-1930,3811,-1881
-2602,3601,-999
-3151,3279,-128
-3696,2937,759
-3927,2442,1485
-3889,1889,2000
-3840,1171,2669
-3374,243,3131
-2982,-631,3613
-2487,-1398,3885
-1782,-2116,3898
-874,-2809,3683
4,-3316,3312
750,-3803,3053
1555,-4120,2565
2264,-4257,1993
3003,-4038,1035
3601,-3894,293
4228,-3634,-594
4450,-3019,-1431
4417,-2285,-2132
4310,-1542,-2768
3951,-684,-3267
3580,119,-3699
3176,1039,-4215
2470,1819,-4289
1732,2421,-4153
841,2990,-3831
-49,3460,-3411
-990,3489,-2499
-1670,3510,-1840
-2429,3683,-1254
-3031,3419,-388
-3667,3151,516
-3766,2508,1258
-3914,1967,1947
-3741,1282,2459
-3423,391,3032
-2994,-528,3522
-2396,-1278,3674
-1823,-2037,3860
-961,-2718,3679
-123,-3238,3361
701,-3658,2957
1518,-3964,2446
2140,-4005,1865
2829,-3811,982
3295,-3477,182
3774,-3106,-668
4079,-2578,-1501
4174,-1971,-2203
4046,-1208,-2838
3848,-433,-3415
3390,445,-3835
2718,1208,-3926
2046,1876,-3922
1113,2557,-3670
301,3089,-3390
-429,3506,-3077
-1216,3811,-2595
-1955,3696,-1741
-2491,3436,-945
-3015,3048,-33
-3465,2648,817
-3564,2033,1531
-3547,1497,2050
-3370,796,2574
-3003,-99,3102
-2598,-886,3484
-1942,-1687,3629
-1340,-2384,3724
-536,-2924,3460
400,-3328,2928
1084,-3757,2673
1798,-3960,2162
2470,-3984,1514
3097,-3757,660
3782,-3704,-78
4475,-3539,-936
4450,-2838,-1612
4232,-1971,-2261
4026,-1047,-2979
3609,-202,-3407
3176,618,-3794
2689,1361,-4050
2079,2029,-4108
1336,2714,-4050
363,3180,-3543
-429,3679,-3250
-1291,3993,-2702
-1926,3852,-1926
-2623,3609,-986
-3106,3308,-202
-3642,2838,804
-3819,2380,1439
-3877,1716,2161
-3778,1064,2714
-3555,268,3287
-3060,-660,3720
-2442,-1452,3894
-1864,-2149,4013
-1080,-2858,3938
-189,-3349,3538
594,-3922,3328
1546,-4343,2797
2219,-4727,2508
2928,-4438,1510
3328,-3931,603
3856,-3572,-284
4232,-3019,-1213
4290,-2347,-1943
4351,-1683,-2668
4203,-891,-3312
3865,-16,-3849
3324,812,-4136
2598,1592,-4190
1839,2206,-4045
866,2788,-3654
-78,3221,-3143
-932,3609,-2677
-1674,3712,-2038
-2330,3617,-1287
-2928,3258,-330
-3481,3003,478
-3832,2619,1213
-3753,1860,1893
-3489,1080,2409
-3308,408,2900
-2982,-433,3415
-2413,-1287,3700
-1860,-2091,3951
-1002,-2710,3712
-115,-3209,3324
787,-3543,2756
1443,-3885,2442
2206,-3898,1692
2829,-3749,920
3440,-3650,210
4314,-3663,-651
4438,-3048,-1390
4310,-2198,-2112
3984,-1344,-2640
3646,-429,-3217
3163,437,-3600
2739,1196,-3935
2107,1996,-4103
1315,2565,-3880
363,3052,-3415
-437,3522,-3085
-1282,3819,-2537
-2008,3968,-1960
-2648,3799,-1151
-3044,3234,-190
-3456,2759,697
-3757,2359,1398
-3799,1732,2067
-3675,998,2677
-3423,206,3217
-2953,-697,3650
-2384,-1447,3831
-1765,-2161,3926
-878,-2846,3724
4,-3328,3324
874,-3741,2867
1629,-4108,2479
2351,-4310,1959
3019,-4195,1176
3564,-3976,412
3980,-3403,-577
4219,-2883,-1336
4285,-2202,-2083
4314,-1485,-2829
3947,-606,-3341
3390,264,-3654
2862,1031,-3893
2178,1782,-3960
1472,2499,-3971
610,3081,-3691
-235,3436,-3201
-1138,3597,-2459
-1810,3691,-1881
-2470,3580,-1110
-2941,3163,-222
-3522,2883,639
-3766,2363,1403
-3733,1707,2026
-3448,940,2508
-3143,115,3028
-2829,-705,3534
-2140,-1592,3732
-1579,-2215,3794
-771,-2829,3600
94,-3250,3156
841,-3696,2855
1571,-3869,2298
2277,-3819,1542
2953,-3766,813
3638,-3650,12
4149,-3366,-783
4042,-2470,-1572
3984,-1802,-2182
3762,-952,-2810
3485,-78,-3407
3040,734,-3774
2388,1414,-3802
1736,2091,-3827
965,2681,-3646
12,3130,-3142
-693,3547,-2854
-1480,3823,-2343
-2120,3729,-1609
-2689,3304,-615
-2965,2640,325
-3291,2305,986
-3679,1971,1708
-3547,1299,2248
-3423,552,2871
-2961,-317,3278
-2499,-1006,3505
-1922,-1761,3683
-1163,-2343,3506
-375,-2899,3274
396,-3403,3007
1225,-3766,2541
1893,-3885,1992
2594,-3774,1180
3093,-3432,339
3749,-3345,-404
4327,-3031,-1296
4314,-2297,-2017
4120,-1588,-2532
3823,-726,-3097
3386,82,-3468
2932,849,-3781
2359,1608,-3967
1662,2211,-3873
816,2829,-3645
-94,3304,-3210
-858,3642,-2784
-1604,3667,-2063
-2244,3535,-1291
-2916,3378,-462
-3312,2883,429
-3745,2611,1134
-3790,2054,1736
-3795,1398,2397
-3510,622,2888
-3069,-284,3353
-2685,-1068,3753
-1996,-1823,3819
-1258,-2483,3741
-412,-3036,3448
429,-3506,3077
1163,-3935,2772
1905,-4269,2364
2640,-4240,1600
3213,-4005,792
3638,-3568,-70
4038,-3143,-895
4186,-2483,-1703
4174,-1918,-2256
4001,-994,-3007
3638,-185,-3453
3316,688,-4004
2677,1431,-4108
2025,2198,-4223
1183,2805,-3988
321,3246,-3567
-544,3638,-3094
-1398,3803,-2405
-2062,3865,-1803
-2685,3667,-982
-3192,3312,-120
-3671,3019,652
-3708,2305,1403
-3737,1720,2017
-3568,952,2616
-3192,78,3114
-2763,-726,3489
-2128,-1534,3662
-1571,-2223,3794
-709,-2838,3547
235,-3287,3052
915,-3733,2818
1716,-3906,2190
2359,-3836,1477
2998,-3667,669
3390,-3320,-70
3869,-2891,-978
4116,-2421,-1695
4244,-1839,-2405
4116,-1010,-3106
3836,-202,-3634
3180,606,-3786
2516,1320,-3836
1761,1955,-3716
919,2582,-3501
20,3130,-3150
-643,3498,-2855
-1497,3799,-2302
-2050,3473,-1423
-2652,3196,-544
-3213,2941,272
-3576,2561,1015
-3634,2000,1634
-3547,1303,2244
-3316,552,2764
-2986,-251,3237
-2413,-1027,3440
-1823,-1790,3613
-1175,-2396,3571
-325,-2879,3204
503,-3436,2933
1266,-3733,2467
1918,-3807,1889
2582,-3782,1200
3217,-3658,441
4100,-3716,-384
4533,-3411,-1122
4323,-2479,-1844
3976,-1674,-2302
3795,-750,-3045
3312,94,-3406
2970,870,-3840
2429,1654,-4083
1848,2264,-4112
973,2879,-3852
-37,3349,-3312
-697,3803,-3106
-1505,3943,-2438
-2140,3914,-1774
-2800,3679,-879
-3246,3234,12
-3605,2788,817
-3729,2202,1527
-3568,1526,2042
-3580,783,2797
-3316,41,3275
-2800,-886,3686
-2239,-1670,3909
-1551,-2351,3902
-775,-2978,3753
148,-3432,3284
882,-3964,3082
1658,-4356,2698
2479,-4587,2108
3007,-4244,1237
3423,-3679,256
3955,-3399,-556
4203,-2739,-1464
4343,-2041,-2302
4356,-1435,-2921
4191,-688,-3503
3774,173,-3947
3172,998,-4170
2437,1769,-4206
1716,2409,-4125
697,2970,-3667
-189,3440,-3251
-957,3687,-2730
-1802,3642,-1840
-2371,3489,-1118
-2908,3184,-276
-3564,2998,566
-3927,2602,1325
-3790,1790,2000
-3597,1134,2463
-3436,346,3090
-3003,-482,3485
-2417,-1340,3757
-1860,-2087,3947
-952,-2701,3653
-123,-3188,3311
759,-3609,2850
1497,-3877,2380
2198,-3906,1708
2871,-3753,882
3506,-3592,86
4430,-3700,-730
4545,-3130,-1415
4389,-2248,-2141
4129,-1390,-2739
3762,-565,-3197
3262,354,-3616
2784,1142,-3926
2194,1881,-4075
1419,2479,-3898
515,3056,-3571
-321,3399,-3078
-1221,3852,-2631
-1955,4030,-2075
-2536,3790,-1254
-2953,3221,-268
-3432,2800,632
-3774,2433,1341
-3819,1819,2000
-3786,1113,2673
-3522,255,3267
-3093,-573,3666
-2479,-1377,3856
-1860,-2140,4000
-969,-2833,3802
-136,-3353,3489
754,-3807,3053
1538,-4265,2727
2252,-4516,2264
2970,-4380,1410
3543,-4087,544
3918,-3568,-350
4257,-3130,-1127
4380,-2380,-2000
4426,-1678,-2748
4199,-862,-3337
3601,111,-3712
3089,886,-3975
2429,1711,-4140
1703,2413,-4116
940,3056,-3996
-49,3555,-3506
-800,3786,-2986
-1645,3786,-2141
-2264,3753,-1489
-2879,3460,-581
-3423,3027,396
-3861,2710,1151
-3898,1959,1939
-3663,1245,2418
-3423,445,2978
-3085,-408,3493
-2479,-1270,3749
-1848,-2004,3852
-1122,-2701,3823
-222,-3155,3377
561,-3658,3097
1348,-3922,2574
2099,-4013,1914
2759,-3972,1213
3390,-3828,438
4199,-3828,-371
4273,-2937,-1336
4228,-2252,-1976
4079,-1381,-2698
3836,-569,-3267
3394,268,-3662
2854,1138,-3992
2219,1786,-4005
1443,2437,-3880
627,2937,-3564
-259,3460,-3201
-1080,3568,-2488
-1798,3625,-1827
-2466,3386,-920
-2879,2850,29
-3308,2454,854
-3790,2157,1633
-3778,1662,2116
-3634,858,2776
-3374,28,3346
-2862,-800,3662
-2334,-1600,3934
-1629,-2260,3889
-726,-2776,3502
70,-3390,3320
837,-3848,3011
1687,-4071,2384
2400,-4120,1720
2965,-3815,850
3456,-3427,-29
4063,-3221,-842
4248,-2586,-1662
4248,-1971,-2277
4026,-1109,-2917
3716,-325,-3391
3205,577,-3782
2681,1237,-3918
1992,2029,-4021
1208,2652,-3860
181,3188,-3369
-598,3535,-2937
-1386,3625,-2239
-2000,3531,-1531
-2767,3605,-838
-3213,3064,149
-3704,2714,990
-3823,2186,1637
-3729,1617,2112
-3667,833,2834
-3180,20,3160
-2788,-800,3588
-2169,-1678,3847
-1501,-2334,3835
-561,-2965,3526
375,-3407,3032
985,-3869,2884
1852,-4166,2314
2582,-4360,1778
3184,-4071,887
3634,-3729,95
4162,-3267,-895
4257,-2660,-1597
4285,-2099,-2186
4145,-1175,-2970
3799,-371,-3428
3465,470,-3935
2858,1282,-4140
2161,2021,-4182
1414,2619,-4033
561,3126,-3687
-383,3638,-3255
-1204,3597,-2393
-1963,3712,-1749
-2582,3601,-1019
-3163,3320,-157
-3729,3060,669
-3865,2433,1432
-4001,1914,2087
-3770,1122,2648
-3465,226,3239
-3019,-668,3687
-2442,-1476,3918
-1777,-2103,3880
-944,-2866,3810
-99,-3403,3502
746,-3852,3106
1518,-4125,2607
2223,-4153,1930
2920,-3988,1068
3382,-3667,285
3861,-3275,-586
4170,-2780,-1390
4413,-2153,-2260
4240,-1390,-2850
4009,-602,-3407
3576,284,-3860
2941,1097,-4038
2140,1864,-4004
1361,2450,-3811
495,3060,-3555
-284,3555,-3271
-1105,3906,-2801
-1901,3914,-2013
-2462,3576,-1114
-3027,3382,-355
-3518,2965,553
-3819,2450,1369
-3799,1782,2017
-3638,1084,2554
-3304,235,3069
-2928,-631,3559
-2260,-1456,3716
-1674,-2103,3777
-812,-2805,3617
33,-3213,3180
870,-3745,2875
1629,-3993,2364
2301,-3968,1667
2916,-3795,879
3502,-3522,20
4269,-3518,-751
4562,-2986,-1576
4182,-2095,-2087
3972,-1212,-2760
3510,-321,-3189
3110,544,-3654
2607,1266,-3873
2066,1996,-4062
1208,2673,-3881
321,3040,-3361
-544,3531,-2987
-1299,3733,-2434
-1930,3551,-1621
-2561,3378,-817
-3089,2937,152
-3469,2586,883
-3654,2112,1542
-3580,1472,2108
-3514,705,2809
-3229,-61,3290
-2640,-891,3531
-2025,-1695,3720
-1414,-2388,3802
-606,-2916,3522
354,-3399,3045
1035,-3881,2846
1897,-4343,2446
2520,-4368,1848
2978,-3894,916
3440,-3485,45
3914,-3073,-841
4108,-2413,-1695
4261,-1831,-2430
4343,-1200,-3143
4207,-470,-3737
3584,420,-4004
2825,1245,-4070
2173,1934,-4107
1373,2578,-3951
354,3069,-3423
-420,3605,-3185
-1270,3881,-2611
-1967,3902,-1935
-2681,3696,-1015
-3139,3353,-214
-3803,3015,788
-3988,2590,1398
-3914,1885,2029
-3724,1122,2602
-3485,292,3193
-3118,-495,3613
-2487,-1353,3840
-1947,-2103,4050
-1056,-2825,3881
-132,-3300,3432
622,-3696,3074
1501,-3964,2463
2186,-4054,1868
2945,-3910,965
3460,-3654,194
4265,-3733,-532
4599,-3242,-1357
4426,-2347,-2079
4162,-1505,-2657
3807,-655,-3152
3287,288,-3575
2871,1051,-3922
2256,1860,-4116
1394,2487,-3881
420,2974,-3394
-404,3427,-3023
-1200,3712,-2512
-2037,4030,-1993
-2594,3786,-1192
-3069,3287,-218
-3403,2842,561
-3741,2417,1324
