I0,I1,I2
-6946,5284,1662
-7078,3159,3919
-5952,61,5891
-4087,-4372,8459
-1414,-5766,7180
4508,-6529,2021
5082,-6880,1798
6653,-6043,-610
7264,-4413,-2851
6666,-1575,-5091
5284,4488,-9772
2747,5209,-7956
119,6435,-6554
-4211,7004,-2793
-5886,6534,-648
-7218,5498,1720
-7260,3254,4006
-6224,202,6022
-4191,-4479,8670
-1732,-5902,7634
4186,-6711,2525
4999,-7111,2112
6641,-6410,-231
7499,-4966,-2533
6979,-2215,-4764
5783,3052,-8835
3522,5102,-8624
639,6352,-6991
-3625,7086,-3461
-5659,6744,-1085
-7136,5882,1254
-7544,3873,3671
-6604,754,5850
-4653,-4343,8996
-2231,-5816,8047
1377,-6958,5581
5003,-7651,2648
6600,-7194,594
7800,-5828,-1972
8080,-3745,-4335
6802,-288,-6514
4838,4442,-9280
2281,6080,-8361
-2433,7177,-4744
-5098,7577,-2479
-6901,6938,-37
-8064,5610,2454
-7878,2796,5082
-6595,-693,7288
-4471,-5040,9511
-1563,-6600,8163
4558,-7449,2891
5432,-7829,2397
7330,-7033,-297
8217,-5395,-2822
7870,-2565,-5305
6484,1914,-8398
3910,5308,-9218
849,6802,-7651
-3828,7676,-3848
-5985,7536,-1551
-7746,6513,1233
-8010,4318,3692
-7062,1113,5949
-5498,-4360,9858
-2871,-5845,8716
8,-7185,7177
4702,-7697,2995
6575,-7173,598
7812,-5886,-1926
7841,-3324,-4517
6682,-33,-6649
4273,4875,-9148
1303,6406,-7709
-4306,7313,-3007
-5552,7511,-1959
-7392,6579,813
-8043,4731,3312
-7202,1567,5635
-5626,-4702,10328
-2928,-5725,8653
-165,-6991,7156
4504,-7462,2958
6360,-6831,471
7557,-5647,-1910
7404,-2912,-4492
6142,862,-7004
3927,5011,-8938
948,6517,-7465
-3745,7301,-3556
-5857,7354,-1497
-7643,6364,1279
-8064,4306,3758
-7070,1076,5994
-5263,-4434,9697
-2631,-5890,8521
152,-7214,7062
4904,-7730,2826
6567,-7024,457
7808,-5729,-2079
7854,-3316,-4538
6727,99,-6826
4372,4921,-9293
1328,6451,-7779
-4347,7462,-3115
-5605,7627,-2022
-7536,6661,875
-8159,4826,3333
-7445,1798,5647
-5940,-4599,10539
-3114,-5610,8724
-305,-6950,7255
4248,-7590,3342
6290,-7033,743
7697,-5915,-1782
7705,-3324,-4381
6290,0,-6290
4137,4822,-8959
1414,6377,-7791
-4141,7218,-3077
-5502,7334,-1832
-7400,6393,1007
-7849,4405,3444
-7086,1336,5750
-5193,-4504,9697
-2541,-5750,8291
899,-6921,6022
4871,-7466,2595
6608,-6756,148
7647,-5234,-2413
7453,-2549,-4904
6154,2013,-8167
3658,5267,-8925
742,6624,-7366
-3898,7495,-3597
-5902,7260,-1358
-7631,6410,1221
-7882,4195,3687
-6930,1031,5899
-5102,-4393,9495
-2466,-5973,8439
1150,-7099,5949
4999,-7557,2558
6699,-6917,218
7920,-5502,-2418
7709,-2875,-4834
6369,1518,-7887
4153,5238,-9391
1101,6628,-7729
-3972,7515,-3543
-5828,7462,-1634
-7524,6616,908
-8146,4677,3469
-7247,1427,5820
-5589,-4558,10147
-2817,-5746,8563
-74,-7189,7263
4752,-7585,2833
6550,-7033,483
7816,-5680,-2136
7874,-3279,-4595
6670,82,-6752
4397,4917,-9314
1501,6439,-7940
-4516,7235,-2719
-5482,7647,-2165
-7532,6736,796
-8225,4921,3304
-7429,1876,5553
-5960,-4578,10538
-3073,-5676,8749
-276,-6987,7263
4327,-7668,3341
6455,-7293,838
7825,-6001,-1824
7924,-3597,-4327
6851,-259,-6592
4558,4665,-9223
1711,6265,-7976
-4582,7132,-2550
-5379,7618,-2239
-7420,6645,775
-8072,4912,3160
-7305,1897,5408
-5853,-4496,10349
-3151,-5597,8748
-239,-6963,7202
4426,-7519,3093
6397,-6991,594
7713,-5845,-1868
7701,-3267,-4434
6529,53,-6582
4269,4805,-9074
1266,6352,-7618
-4314,7235,-2921
-5515,7392,-1877
-7396,6534,862
-7953,4570,3383
-7115,1480,5635
-5403,-4578,9981
-2640,-5816,8456
565,-7000,6435
4805,-7503,2698
6587,-6855,268
7734,-5502,-2232
7544,-2875,-4669
6315,820,-7135
4046,5024,-9070
1080,6496,-7576
-3869,7309,-3440
-5742,7247,-1505
-7408,6319,1089
-7779,4195,3584
-6835,903,5932
-4991,-4417,9408
-2219,-5923,8142
1703,-7086,5383
5181,-7326,2145
6732,-6657,-75
7783,-5143,-2640
7515,-2437,-5078
6084,2681,-8765
3683,5267,-8950
676,6624,-7300
-3757,7540,-3783
-6018,7293,-1275
-7610,6253,1357
-8002,4224,3778
-6975,787,6188
-5094,-4450,9544
-2347,-6043,8390
1299,-7128,5829
5148,-7631,2483
6719,-6975,256
7920,-5601,-2319
7602,-2854,-4748
6364,858,-7222
4067,5065,-9132
1113,6509,-7622
-3960,7346,-3386
-5770,7288,-1518
-7532,6253,1279
-7874,4203,3671
-6892,882,6010
-4966,-4343,9309
-2314,-5857,8171
1534,-7049,5515
5073,-7429,2356
6686,-6694,8
7705,-5296,-2409
7363,-2508,-4855
6030,1881,-7911
3526,5247,-8773
495,6682,-7177
-3795,7404,-3609
-6022,7029,-1007
-7668,6030,1638
-7689,3679,4010
-6690,433,6257
-4582,-4541,9123
-2103,-6125,8228
3531,-7057,3526
5110,-7532,2422
6868,-6715,-153
7915,-5238,-2677
7515,-2499,-5016
6150,2821,-8971
3691,5395,-9086
655,6760,-7415
-3778,7590,-3812
-6204,7363,-1159
-7697,6290,1407
-8109,4191,3918
-7136,866,6270
-5156,-4434,9590
-2607,-6001,8608
573,-7243,6670
4941,-7771,2830
6525,-7057,532
7874,-5618,-2256
7845,-3176,-4669
6546,499,-7045
4244,5040,-9284
1208,6546,-7754
-3993,7425,-3432
-5754,7577,-1823
-7635,6591,1044
-8233,4640,3593
-7359,1501,5858
-5721,-4653,10374
-2974,-5737,8711
-210,-7082,7292
4459,-7672,3213
6426,-7177,751
7833,-6014,-1819
7895,-3498,-4397
6773,-148,-6625
4426,4851,-9277
1518,6377,-7895
-4500,7359,-2859
-5564,7647,-2083
-7544,6678,866
-8192,4925,3267
-7511,1909,5602
-5927,-4566,10493
-3337,-5597,8934
-272,-7024,7296
4244,-7590,3346
6319,-7189,870
7788,-6088,-1700
7903,-3564,-4339
6765,-210,-6555
4483,4768,-9251
1625,6480,-8105
-4496,7400,-2904
-5469,7750,-2281
-7408,6913,495
-8262,5131,3131
-7639,2165,5474
-6187,-3927,10114
-3522,-5519,9041
-532,-6971,7503
3927,-7713,3786
6166,-7363,1197
7738,-6228,-1510
7924,-3943,-3981
6826,-404,-6422
4797,4463,-9260
1992,6216,-8208
-4372,7078,-2706
-5230,7565,-2335
-7202,6798,404
-8031,5082,2949
-7404,2083,5321
-5948,-4347,10295
-3221,-5457,8678
-354,-6909,7263
4265,-7445,3180
6175,-6686,511
7515,-5461,-2054
7581,-3097,-4484
6410,404,-6814
3997,5011,-9008
1084,6414,-7498
-4100,7346,-3246
-5779,7375,-1596
-7581,6410,1171
-8056,4409,3647
-7177,1245,5932
-5478,-4599,10077
-2780,-5964,8744
136,-7165,7029
4896,-7796,2900
6711,-7330,619
8093,-6076,-2017
8006,-3514,-4492
6818,-132,-6686
4611,4818,-9429
1889,6459,-8348
-4521,7317,-2796
-5317,7717,-2400
-7478,6781,697
-8080,5135,2945
-7577,2140,5437
-6030,-4368,10398
-3300,-5502,8802
-301,-6963,7264
4203,-7631,3428
6307,-7165,858
7552,-5828,-1724
7561,-3300,-4261
6529,-86,-6443
4356,4706,-9062
1353,6393,-7746
-4516,7198,-2682
-5453,7280,-1827
-7400,6496,904
-7866,4446,3420
-6983,1266,5717
-5346,-4719,10065
-2635,-5808,8443
895,-6991,6096
4834,-7532,2698
6591,-6946,355
7862,-5568,-2294
7651,-2916,-4735
6381,717,-7098
4162,5115,-9277
1080,6525,-7605
-4038,7387,-3349
-5857,7412,-1555
-7445,6496,949
-8072,4475,3597
-7194,1208,5986
-5337,-4653,9990
-2701,-5923,8624
284,-7301,7017
4941,-7808,2867
6554,-7412,858
7903,-6047,-1856
8089,-3687,-4402
6760,-206,-6554
4636,4603,-9239
1802,6270,-8072
-4442,7144,-2702
-5358,7540,-2182
-7453,6678,775
-8085,4793,3292
-7268,1736,5532
-5803,-4624,10427
-2895,-5742,8637
-144,-7198,7342
4541,-7697,3156
6468,-7309,841
7792,-6088,-1704
7936,-3621,-4315
6909,-371,-6538
4582,4611,-9193
1732,6232,-7964
-4599,7189,-2590
-5420,7565,-2145
-7445,6657,788
-8047,4822,3225
-7334,1687,5647
-5836,-4723,10559
-3143,-5729,8872
-107,-7181,7288
4508,-7862,3354
6393,-7404,1011
7816,-6187,-1629
8019,-3902,-4117
6855,-433,-6422
4805,4405,-9210
1810,6241,-8051
-4393,7140,-2747
-5234,7400,-2166
-7165,6298,867
-7911,4628,3283
-7152,1414,5738
-5581,-4694,10275
-2817,-5878,8695
-20,-7198,7218
4669,-7680,3011
6439,-7144,705
7746,-5770,-1976
7701,-3469,-4232
6600,0,-6600
4516,4595,-9111
1497,6208,-7705
-4533,6950,-2417
-5399,6917,-1518
-7185,6121,1064
-7656,4013,3643
-6707,804,5903
-4760,-4351,9111
-2239,-6014,8253
1901,-7086,5185
5185,-7453,2268
6612,-6666,54
7697,-5189,-2508
7499,-2594,-4905
6059,1390,-7449
3745,5069,-8814
742,6517,-7259
-3786,7272,-3486
-5952,6921,-969
-7466,5787,1679
-7664,3469,4195
-6538,152,6386
-4570,-4636,9206
-1815,-6294,8109
4339,-7173,2834
5242,-7812,2570
7066,-7037,-29
8035,-5482,-2553
7412,-2487,-4925
6113,1678,-7791
3716,5218,-8934
672,6781,-7453
-3836,7458,-3622
-6154,7181,-1027
-7738,6105,1633
-7990,3910,4080
-6963,635,6328
-4875,-4471,9346
-2396,-6105,8501
1105,-7437,6332
5020,-7891,2871
6558,-7045,487
7631,-5626,-2005
7445,-2990,-4455
6331,589,-6920
3762,5024,-8786
759,6488,-7247
-3976,7293,-3317
-5911,6814,-903
-7548,5993,1555
-7746,3696,4050
-6715,532,6183
-4768,-4558,9326
-2272,-6175,8447
1872,-7165,5293
5028,-7486,2458
6690,-6789,99
7763,-5506,-2257
7495,-2718,-4777
6055,1889,-7944
3790,5185,-8975
701,6661,-7362
-3865,7499,-3634
-6088,7099,-1011
-7676,6162,1514
-7965,3844,4121
-6897,536,6361
-4780,-4405,9185
-2314,-6092,8406
1303,-7268,5965
5102,-7779,2677
6727,-6950,223
7854,-5544,-2310
7750,-2949,-4801
6369,919,-7288
4075,5127,-9202
1014,6661,-7675
-3663,7470,-3807
-5977,7474,-1497
-7726,6505,1221
-8225,4405,3820
-7293,1229,6064
-5577,-4471,10048
-2809,-5923,8732
-239,-7317,7556
4533,-7750,3217
6418,-7264,846
7755,-5985,-1770
7903,-3498,-4405
6736,-123,-6613
4372,4768,-9140
1353,6468,-7821
-4471,7425,-2954
-5717,7693,-1976
-7651,6703,948
-8258,4859,3399
-7623,1815,5808
-6166,-4615,10781
-3592,-5659,9251
-569,-7029,7598
3993,-7783,3790
6138,-7297,1159
7701,-6315,-1386
8010,-4009,-4001
6880,-523,-6357
4756,4611,-9367
1881,6348,-8229
-4516,7326,-2810
-5354,7874,-2520
-7346,6942,404
-8262,5242,3020
-7755,2388,5367
-6323,-3370,9693
-3778,-5403,9181
-750,-6909,7659
3828,-7656,3828
6026,-7367,1341
7540,-6348,-1192
7899,-3943,-3956
6723,-441,-6282
4756,4541,-9297
2029,6311,-8340
-4174,7202,-3028
-5370,7627,-2257
-7309,6864,445
-8212,5284,2928
-7676,2297,5379
-6270,-3547,9817
-3696,-5391,9087
-709,-6888,7597
3972,-7581,3609
5973,-7181,1208
7532,-6125,-1407
7911,-3910,-4001
6707,-420,-6287
4582,4508,-9090
1740,6117,-7857
-4574,7173,-2599
-5350,7507,-2157
-7330,6529,801
-7953,4801,3152
-7260,1678,5582
-5812,-4558,10370
-2990,-5610,8600
-214,-6930,7144
4541,-7594,3053
6426,-7066,640
7746,-5919,-1827
7808,-3444,-4364
6657,-66,-6591
4405,4871,-9276
1493,6484,-7977
-4599,7338,-2739
-5552,7581,-2029
-7602,6674,928
-8192,4859,3333
-7668,1914,5754
-5985,-4644,10629
-3324,-5667,8991
-354,-7095,7449
4178,-7969,3791
6377,-7515,1138
7734,-6261,-1473
7977,-3861,-4116
6971,-515,-6456
4859,4558,-9417
2041,6228,-8269
-3836,7239,-3403
-5230,7557,-2327
-7222,6831,391
-7998,5057,2941
-7363,2079,5284
-5931,-4368,10299
-3378,-5473,8851
-330,-6806,7136
4017,-7515,3498
6220,-6946,726
7598,-5882,-1716
7581,-3353,-4228
6377,-107,-6270
4339,4752,-9091
1245,6377,-7622
-4174,7165,-2991
-5651,7272,-1621
-7326,6340,986
-7965,4417,3548
-7016,1138,5878
-5205,-4422,9627
-2499,-5841,8340
552,-7128,6576
5003,-7581,2578
6571,-7057,486
7746,-5680,-2066
7915,-3234,-4681
6529,226,-6755
4343,4945,-9288
1373,6480,-7853
-4054,7383,-3329
-5742,7528,-1786
-7676,6641,1035
-8262,4706,3556
-7400,1509,5891
-5746,-4669,10415
-3192,-5874,9066
-416,-7449,7865
4174,-8006,3832
6344,-7532,1188
7759,-6311,-1448
8039,-4042,-3997
6892,-561,-6331
4743,4463,-9206
1864,6162,-8026
-4529,7189,-2660
-5416,7540,-2124
-7408,6653,755
-8080,4912,3168
-7458,1786,5672
-6018,-4719,10737
-3333,-5647,8980
-350,-7082,7432
4162,-7742,3580
6237,-7383,1146
7709,-6171,-1538
7870,-3894,-3976
6822,-429,-6393
4533,4574,-9107
1703,6216,-7919
-4529,7214,-2685
-5506,7482,-1976
-7441,6558,883
-8142,4822,3320
-7420,1637,5783
-5841,-4710,10551
-3201,-5742,8943
-292,-7152,7444
4195,-7738,3543
6245,-7326,1081
7668,-6158,-1510
7759,-3774,-3985
6604,-321,-6283
4624,4479,-9103
1691,6204,-7895
-4628,6938,-2310
-5432,7260,-1828
-7491,6451,1040
-7981,4455,3526
-7210,1315,5895
-5614,-4595,10209
-2866,-5861,8727
-222,-7070,7292
4632,-7689,3057
6311,-7004,693
7614,-5812,-1802
7812,-3489,-4323
6529,-127,-6402
4116,4694,-8810
1216,6245,-7461
-4137,7177,-3040
-5589,7152,-1563
-7433,6076,1357
-7800,4075,3725
-6773,796,5977
-4966,-4343,9309
-2272,-5977,8249
1357,-6954,5597
5003,-7437,2434
6657,-6777,120
7730,-5325,-2405
7313,-2656,-4657
6026,1592,-7618
3584,5172,-8756
585,6571,-7156
-3894,7330,-3436
-6129,6996,-867
-7635,5902,1733
-7932,3733,4199
-6711,292,6419
-4785,-4554,9339
-2602,-6364,8966
721,-7614,6893
4987,-7858,2871
6620,-7041,421
7697,-5597,-2100
7581,-3077,-4504
6430,441,-6871
3984,4958,-8942
977,6505,-7482
-3795,7367,-3572
-5841,7119,-1278
-7581,6257,1324
-7891,3968,3923
-6892,841,6051
-4995,-4405,9400
-2479,-6014,8493
1431,-7140,5709
4945,-7524,2579
6575,-6946,371
7796,-5490,-2306
7429,-2817,-4612
6237,1138,-7375
3848,5185,-9033
660,6550,-7210
-3753,7334,-3581
-6010,6930,-920
-7540,5973,1567
-7936,3741,4195
-6831,321,6510
-4640,-4615,9255
-2409,-6360,8769
1212,-7891,6679
5209,-8402,3193
6859,-7585,726
8155,-6096,-2059
8373,-3770,-4603
7152,-210,-6942
4962,4818,-9780
2087,6612,-8699
-4376,7713,-3337
-5432,8299,-2867
-7528,7544,-16
-8827,5960,2867
-8613,3163,5450
-7247,-631,7878
-5123,-5238,10361
-2083,-7012,9095
3526,-7973,4447
5548,-8344,2796
7623,-7573,-50
8641,-5940,-2701
8390,-2965,-5425
6942,1295,-8237
4224,5601,-9825
985,7231,-8216
-3931,8208,-4277
-6294,8245,-1951
-8196,7152,1044
-8823,5011,3812
-7928,1633,6295
-6298,-4731,11029
-3390,-6001,9391
-264,-7664,7928
4628,-8258,3630
6859,-7763,904
8369,-6414,-1955
8431,-3819,-4612
7255,-165,-7090
4904,4937,-9841
1852,6888,-8740
-4587,7940,-3353
-5671,8415,-2744
-7804,7437,367
-8769,5721,3048
-8332,2607,5725
-6793,-3357,10150
-4087,-5729,9816
-734,-7433,8167
4067,-8270,4203
6538,-8151,1613
8303,-6868,-1435
8658,-4595,-4063
7585,-783,-6802
5548,4661,-10209
2648,6534,-9182
-1596,7812,-6216
-5436,8274,-2838
-7387,7602,-215
-8674,6034,2640
-8394,2932,5462
-6987,-1443,8430
-4327,-5560,9887
-1056,-7235,8291
4422,-8142,3720
6286,-7990,1704
8093,-6942,-1151
8641,-4562,-4079
7746,-1200,-6546
5605,4669,-10274
2697,6232,-8929
-1757,7647,-5890
-5197,8134,-2937
-7359,7317,42
-8435,5638,2797
-8056,2553,5503
-6562,-3427,9989
-3931,-5754,9685
-647,-7272,7919
3939,-8142,4203
6529,-7858,1329
8241,-6802,-1439
8427,-4261,-4166
7321,-775,-6546
5185,4632,-9817
2272,6402,-8674
-3559,7503,-3944
-5593,7986,-2393
-7672,7198,474
-8443,5247,3196
-7977,2099,5878
-6323,-4673,10996
-3510,-5857,9367
-330,-7495,7825
4446,-8353,3907
6736,-7961,1225
8237,-6624,-1613
8489,-4219,-4270
7445,-655,-6790
5230,4723,-9953
2120,6661,-8781
-4005,7775,-3770
-5663,8200,-2537
-7722,7449,273
-8765,5535,3230
-8171,2437,5734
-6657,-3745,10402
-3877,-5795,9672
-754,-7326,8080
4046,-8155,4109
6393,-7845,1452
8052,-6773,-1279
8373,-4323,-4050
7222,-523,-6699
5036,4636,-9672
2050,6562,-8612
-4455,7610,-3155
-5733,8027,-2294
-7775,7082,693
-8608,5313,3295
-8010,2107,5903
-6319,-4562,10881
-3489,-5845,9334
-457,-7297,7754
4219,-8064,3845
6501,-7449,948
8027,-6323,-1704
8295,-3819,-4476
7086,-181,-6905
4752,4879,-9631
1501,6798,-8299
-4735,7680,-2945
-5808,7969,-2161
-7998,6996,1002
-8625,5065,3560
-7771,1629,6142
-6055,-4797,10852
-3176,-5952,9128
-193,-7445,7638
4665,-8122,3457
6831,-7689,858
8262,-6307,-1955
8398,-3700,-4698
7284,-119,-7165
4657,5110,-9767
1654,6831,-8485
-4714,7788,-3074
-5853,8270,-2417
-7948,7218,730
-8699,5321,3378
-8060,2194,5866
-6513,-4492,11005
-3712,-5841,9553
-412,-7379,7791
4302,-8208,3906
6612,-7763,1151
8291,-6558,-1733
8526,-4071,-4455
7231,-243,-6988
4987,4834,-9821
1881,6744,-8625
-4607,7825,-3218
-5610,8332,-2722
-7800,7350,450
-8666,5494,3172
-8200,2446,5754
-6554,-3733,10287
-3815,-5783,9598
-598,-7416,8014
4063,-8254,4191
6616,-7878,1262
8245,-6608,-1637
8596,-4252,-4344
7272,-499,-6773
5148,4747,-9895
2252,6604,-8856
-3823,7643,-3820
-5469,8229,-2760
-7540,7359,181
-8633,5655,2978
-8208,2569,5639
-6546,-3394,9940
-3856,-5721,9577
-680,-7309,7989
4116,-8151,4035
6600,-7697,1097
8126,-6414,-1712
8464,-3960,-4504
7293,-375,-6918
4892,4789,-9681
2066,6579,-8645
-4665,7722,-3057
-5519,8097,-2578
-7610,7173,437
-8534,5416,3118
-7911,2281,5630
-6360,-4178,10538
-3465,-5869,9334
-284,-7305,7589
4409,-8010,3601
6740,-7544,804
8212,-6228,-1984
8258,-3531,-4727
6975,66,-7041
4620,4974,-9594
1501,6752,-8253
-4442,7647,-3205
-5717,7891,-2174
-7812,6831,981
-8340,4851,3489
-7495,1456,6039
-5725,-4690,10415
-2767,-6084,8851
1093,-7507,6414
5333,-8076,2743
7288,-7276,-12
8254,-5717,-2537
8072,-2895,-5177
6826,1204,-8030
4306,5354,-9660
1089,6946,-8035
-3885,7965,-4080
-6199,7829,-1630
-8105,6884,1221
-8493,4570,3923
-7647,1179,6468
-5692,-4727,10419
-2743,-6595,9338
1282,-8006,6724
5057,-8427,3370
7037,-7874,837
8456,-6657,-1799
8514,-3865,-4649
7272,-226,-7046
5020,4785,-9805
1592,6814,-8406
-4463,7639,-3176
-5692,7977,-2285
-7825,6888,937
-8394,4681,3713
-7610,1555,6055
-5882,-4888,10770
-2627,-6220,8847
-49,-7495,7544
5172,-7994,2822
6756,-7350,594
8122,-6006,-2116
8101,-2990,-5111
6645,1146,-7791
4129,5341,-9470
1122,6876,-7998
-4203,7755,-3552
-6076,7709,-1633
-8089,6554,1535
-8353,4207,4146
-7231,627,6604
-5148,-4549,9697
-2582,-6290,8872
1068,-7618,6550
5420,-8085,2665
7272,-7293,21
8390,-5911,-2479
8212,-3048,-5164
6657,2054,-8711
4290,5449,-9739
676,7140,-7816
-4092,8134,-4042
-6307,8068,-1761
-8245,6987,1258
-8757,4764,3993
-7821,1472,6349
-6430,-4463,10893
-3337,-6307,9644
-173,-7722,7895
4768,-8179,3411
6884,-7565,681
8311,-6319,-1992
8386,-3819,-4567
7169,-165,-7004
4537,5247,-9784
1588,6897,-8485
-4508,7874,-3366
-5828,8245,-2417
-7981,7276,705
-8815,5119,3696
-8118,2186,5932
-6245,-4875,11120
-3357,-5989,9346
-478,-7486,7964
4582,-8307,3725
6637,-7870,1233
8254,-6604,-1650
8472,-3782,-4690
7338,-433,-6905
4892,4999,-9891
2112,6793,-8905
-4661,7862,-3201
-5618,8328,-2710
-7932,7379,553
-8844,5498,3346
-8229,2289,5940
-6868,-3201,10069
-3741,-5770,9511
-874,-7301,8175
4046,-8217,4171
6661,-7804,1143
8217,-6674,-1543
8596,-4174,-4422
7445,-420,-7025
5065,4785,-9850
2074,6583,-8657
-4512,7742,-3230
-5552,8270,-2718
-7874,7268,606
-8703,5515,3188
-8130,2289,5841
-6591,-3980,10571
-3696,-5832,9528
-433,-7346,7779
4257,-8208,3951
6723,-7808,1085
8241,-6600,-1641
8357,-3922,-4435
7251,-297,-6954
4863,4785,-9648
1777,6657,-8434
-4681,7614,-2933
-5791,7965,-2174
-7825,7016,809
-8431,4991,3440
-7701,1720,5981
-5919,-4838,10757
-2953,-5981,8934
276,-7528,7252
5007,-8039,3032
6913,-7466,553
8262,-5968,-2294
8138,-3093,-5045
6987,709,-7696
4343,5395,-9738
1167,7045,-8212
-4141,7957,-3816
-6183,8060,-1877
-8126,7070,1056
-8674,4818,3856
-7816,1559,6257
-5997,-4686,10683
-3130,-6166,9296
-8,-7614,7622
4933,-8258,3325
6909,-7767,858
8485,-6303,-2182
8464,-3642,-4822
7144,-20,-7124
4797,5123,-9920
1637,6876,-8513
-4591,7808,-3217
-5861,8196,-2335
-7936,7103,833
-8683,5172,3511
-7878,1819,6059
-6133,-4867,11000
-3209,-5973,9182
-140,-7491,7631
4752,-8019,3267
6719,-7396,677
8171,-6080,-2091
8196,-3316,-4880
6727,276,-7003
4248,5181,-9429
969,6843,-7812
-3865,7738,-3873
-6187,7540,-1353
-8019,6550,1469
-8295,4257,4038
-7276,660,6616
-5238,-4512,9750
-2285,-6344,8629
2932,-7577,4645
5457,-8027,2570
7354,-7222,-132
8349,-5597,-2752
8080,-2532,-5548
6591,2549,-9140
3778,5688,-9466
647,7140,-7787
-3976,8043,-4067
-6562,7845,-1283
-8179,6645,1534
-8526,4199,4327
-7359,668,6691
-5366,-4549,9915
-2536,-6505,9041
1695,-7841,6146
5412,-8369,2957
7264,-7495,231
8501,-6001,-2500
8324,-3093,-5231
6934,899,-7833
4323,5424,-9747
1039,7057,-8096
-4120,8068,-3948
-6216,8023,-1807
-8134,6905,1229
-8658,4624,4034
-7676,1216,6460
-5729,-4785,10514
-2780,-6315,9095
680,-7746,7066
5238,-8225,2987
7099,-7602,503
8386,-6133,-2253
8311,-3328,-4983
7070,441,-7511
4595,5255,-9850
1353,6975,-8328
-4219,7977,-3758
-6080,8105,-2025
-8113,7140,973
-8728,5007,3721
-7878,1472,6406
-6026,-4743,10769
-3130,-6138,9268
-53,-7660,7713
4983,-8229,3246
6909,-7491,582
8320,-6220,-2100
8410,-3568,-4842
7152,61,-7213
4595,5139,-9734
1460,6793,-8253
-4488,7829,-3341
-5940,8043,-2103
-7994,6987,1007
-8584,4838,3746
-7623,1423,6200
-5919,-4694,10613
-2932,-6133,9065
589,-7507,6918
5094,-7986,2892
6954,-7437,483
8316,-5977,-2339
8101,-3081,-5020
6727,767,-7494
4178,5379,-9557
948,7090,-8038
-4075,7961,-3886
-6336,7759,-1423
-8043,6703,1340
-8526,4405,4121
-7433,866,6567
-5341,-4479,9820
-2466,-6315,8781
1967,-7627,5660
5379,-8146,2767
7177,-7268,91
8291,-5733,-2558
7957,-2664,-5293
6608,1963,-8571
3823,5589,-9412
528,7173,-7701
-4063,7998,-3935
-6435,7606,-1171
-8155,6496,1659
-8278,3939,4339
-7144,325,6819
-4995,-4657,9652
-2058,-6579,8637
3646,-7618,3972
5478,-8031,2553
7478,-7280,-198
8481,-5593,-2888
7973,-2421,-5552
6562,3432,-9994
3844,5696,-9540
631,7309,-7940
-4042,8229,-4187
-6558,7862,-1304
-8225,6686,1539
-8534,4290,4244
-7441,684,6757
-5341,-4516,9857
-2442,-6451,8893
1592,-7651,6059
5412,-8138,2726
7255,-7305,50
8439,-5696,-2743
8134,-2805,-5329
6661,1740,-8401
4104,5515,-9619
726,7222,-7948
-3881,8052,-4171
-6348,7771,-1423
-8130,6600,1530
-8410,4281,4129
-7350,775,6575
-5325,-4599,9924
-2380,-6393,8773
1839,-7486,5647
5502,-7845,2343
7326,-7123,-203
8349,-5453,-2896
7858,-2330,-5528
6158,3836,-9994
3378,5812,-9190
235,7288,-7523
-4582,8085,-3503
-6789,7668,-879
-8208,6364,1844
-8377,3918,4459
-7095,259,6836
-4983,-4653,9636
-2182,-6484,8666
3650,-7734,4084
5643,-8068,2425
7524,-7284,-240
8592,-5531,-3061
8068,-2404,-5664
6455,3729,-10184
3708,5898,-9606
511,7462,-7973
-4158,8336,-4178
-6525,8035,-1510
-8250,6946,1304
-8703,4545,4158
-7651,1023,6628
-5643,-4694,10337
-2697,-6373,9070
837,-7730,6893
5300,-8122,2822
7317,-7478,161
8402,-5886,-2516
8307,-3023,-5284
6859,1410,-8269
4442,5482,-9924
1101,7128,-8229
-4137,8080,-3943
-6183,8072,-1889
-8085,7062,1023
-8683,4921,3762
-7804,1435,6369
-5944,-4694,10638
-2846,-6191,9037
144,-7618,7474
5185,-8171,2986
7057,-7495,438
8456,-5968,-2488
8382,-3246,-5136
6942,544,-7486
4566,5259,-9825
1208,6934,-8142
-4248,7928,-3680
-6001,8068,-2067
-8043,6954,1089
-8604,4822,3782
-7672,1431,6241
-5911,-4681,10592
-2899,-6232,9131
767,-7623,6856
5333,-8175,2842
7165,-7643,478
8526,-6100,-2426
8398,-3279,-5119
7103,453,-7556
4624,5350,-9974
1452,6954,-8406
-4549,7841,-3292
-5973,8126,-2153
-8080,7152,928
-8703,5143,3560
-7862,1711,6151
-5964,-4867,10831
-3097,-6022,9119
132,-7651,7519
4987,-8221,3234
6967,-7614,647
8320,-6055,-2265
8283,-3382,-4901
6991,189,-7180
4611,5098,-9709
1212,6913,-8125
-4475,7804,-3329
-5935,7722,-1787
-7915,6777,1138
-8184,4384,3800
-7198,981,6217
-5341,-4566,9907
-2396,-6348,8744
2792,-7511,4719
5329,-7986,2657
7301,-7210,-91
8427,-5647,-2780
7973,-2578,-5395
6591,2945,-9536
3906,5709,-9615
693,7202,-7895
-3943,8184,-4241
-6525,7849,-1324
-8245,6715,1530
-8658,4438,4220
-7614,849,6765
-5531,-4640,10171
-2627,-6521,9148
763,-7887,7124
5350,-8415,3065
7140,-7709,569
8476,-6154,-2322
8452,-3448,-5004
7070,379,-7449
4624,5123,-9747
