I0,I1,I2
14293,-13158,-1135
15699,-9103,-6596
14713,-3225,-11488
11583,6282,-17865
6113,10135,-16248
12,13715,-13727
-7511,15283,-7772
-11991,14478,-2487
-14957,11892,3065
-15584,7123,8461
-13554,383,13171
-9433,-7309,16742
-3535,-11781,15316
6080,-14086,8006
9532,-15097,5565
13930,-13624,-306
15571,-9673,-5898
14614,-3749,-10865
11587,5779,-17366
6397,9928,-16325
214,13596,-13810
-7276,14990,-7714
-11913,14388,-2475
-14845,11665,3180
-15477,6934,8543
-13558,400,13158
-9116,-7495,16611
-3341,-11809,15150
6129,-14111,7982
9660,-15138,5478
14049,-13365,-684
15505,-9471,-6034
14515,-3382,-11133
11611,6067,-17678
6034,10106,-16140
-41,13715,-13674
-7656,14982,-7326
-11974,14388,-2414
-14924,11739,3185
-15406,6777,8629
-13517,387,13130
-9029,-7610,16639
-3217,-11925,15142
6138,-14078,7940
9751,-15068,5317
14029,-13299,-730
15571,-9277,-6294
14412,-3295,-11117
11455,6179,-17634
5952,10180,-16132
-41,13534,-13493
-7722,14870,-7148
-12094,14070,-1976
-14845,11446,3399
-15229,6199,9030
-12787,-453,13240
-7965,-8365,16330
-1984,-12391,14375
5890,-14614,8724
10716,-14594,3878
14383,-12511,-1872
15501,-8229,-7272
14070,-2037,-12033
10502,6484,-16986
4995,10824,-15819
-1963,13975,-12012
-8580,15019,-6439
-12799,13930,-1131
-15250,10898,4352
-15233,5577,9656
-12837,-1150,13987
-8192,-8571,16763
-2169,-12577,14746
5898,-14672,8774
10436,-14870,4434
14404,-12993,-1411
15555,-8707,-6848
14363,-2800,-11563
10902,6637,-17539
5362,10477,-15839
-532,13653,-13121
-8291,14920,-6629
-12601,14066,-1465
-15105,11071,4034
-15093,5663,9430
-12775,-1171,13946
-7965,-8555,16520
-1893,-12535,14428
5968,-14581,8613
10560,-14627,4067
14317,-12465,-1852
15266,-8093,-7173
13868,-1955,-11913
10143,6624,-16767
4376,11001,-15377
-3823,13851,-10028
-9004,14924,-5920
-13175,13620,-445
-15283,10168,5115
-14792,4483,10309
-11995,-4026,16021
-7185,-9314,16499
-1014,-13101,14115
6121,-14887,8766
11281,-14511,3230
14623,-12271,-2352
15382,-7623,-7759
13810,-1365,-12445
10032,6826,-16858
4504,11248,-15752
-3262,14008,-10746
-8798,15081,-6283
-13150,13954,-804
-15419,10877,4542
-15237,5341,9896
-12799,-1460,14259
-8052,-8745,16797
-1963,-12705,14668
5919,-14833,8914
10588,-14858,4270
14400,-12882,-1518
15621,-8538,-7083
14445,-2644,-11801
10935,6447,-17382
5317,10593,-15910
-532,13913,-13381
-8254,15163,-6909
-12498,14181,-1683
-15192,11281,3911
-15485,6261,9224
-13138,-408,13546
-8790,-8097,16887
-2557,-12383,14940
6113,-14400,8287
10060,-15163,5103
14177,-13290,-887
15642,-9310,-6332
14557,-3295,-11262
11512,6195,-17707
6195,10168,-16363
0,13794,-13794
-7668,15072,-7404
-12144,14350,-2206
-14944,11735,3209
-15609,6925,8684
-13546,243,13303
-9169,-7540,16709
-3287,-11900,15187
6249,-14223,7974
9640,-15171,5531
14008,-13451,-557
15576,-9611,-5965
14726,-3700,-11026
11640,5915,-17555
6253,10085,-16338
70,13686,-13756
-7614,15081,-7467
-12012,14499,-2487
-14998,11814,3184
-15559,6971,8588
-13620,536,13084
-9297,-7482,16779
-3621,-11768,15389
6026,-14144,8118
9458,-15109,5651
13822,-13563,-259
15530,-9792,-5738
14709,-3774,-10935
11764,5655,-17419
6468,9974,-16442
391,13657,-14048
-7313,15200,-7887
-12012,14557,-2545
-15089,11950,3139
-15790,7156,8634
-13934,759,13175
-9751,-7218,16969
-4244,-11694,15938
3436,-14495,11059
8996,-15798,6802
13220,-14445,1225
15621,-11166,-4455
15749,-6043,-9706
13393,569,-13962
8712,8505,-17217
2615,12746,-15361
-5964,15015,-9051
-10316,15617,-5301
-14581,13901,680
-16236,10065,6171
-15444,4186,11258
-12502,-5090,17592
-7495,-9644,17139
-1439,-13596,15035
6105,-15703,9598
11430,-15481,4051
15142,-13286,-1856
16310,-8720,-7590
15085,-2602,-12483
11463,6641,-18104
5725,10931,-16656
-429,14392,-13963
-8192,15658,-7466
-12630,15052,-2422
-15604,12259,3345
-16095,7206,8889
-13921,321,13600
-9528,-7672,17200
-3448,-12230,15678
6179,-14697,8518
10019,-15526,5507
14342,-13798,-544
16017,-9879,-6138
15097,-3617,-11480
11913,6067,-17980
6517,10246,-16763
218,14066,-14284
-7449,15650,-8201
-12205,14998,-2793
-15324,12259,3065
-16038,7371,8667
-14194,730,13464
-9664,-7548,17212
-3716,-12098,15814
6022,-14569,8547
9718,-15675,5957
14251,-14074,-177
16038,-10217,-5821
15270,-4162,-11108
12313,5263,-17576
7029,9900,-16929
783,13880,-14663
-6740,15526,-8786
-11929,14994,-3065
-15262,12420,2842
-15996,7437,8559
-14157,763,13394
-9673,-7474,17147
-3630,-12181,15811
6051,-14532,8481
9743,-15662,5919
14136,-13921,-215
16095,-10188,-5907
15406,-4327,-11079
12453,4937,-17390
7045,9904,-16949
709,13893,-14602
-6942,15666,-8724
-12049,15122,-3073
-15373,12498,2875
-16124,7631,8493
-14371,1035,13336
-10209,-7198,17407
-4203,-11958,16161
4632,-14590,9958
9425,-15794,6369
13839,-14441,602
16108,-10993,-5115
15778,-5275,-10503
13101,2454,-15555
8134,9314,-17448
1777,13414,-15191
-5944,15588,-9644
-11240,15510,-4270
-15200,13294,1906
-16310,8856,7454
-15006,2425,12581
-11294,-6732,18026
-5556,-11038,16594
754,-14396,13642
8683,-15683,7000
13080,-14817,1737
15807,-11508,-4299
15736,-5874,-9862
13299,878,-14177
8382,8811,-17193
2050,13187,-15237
-5964,15468,-9504
-11178,15291,-4113
-15006,13162,1844
-16095,8547,7548
-14639,2186,12453
-10770,-6760,17530
-5061,-11257,16318
2322,-14429,12107
9091,-15588,6497
13406,-14511,1105
15922,-11137,-4785
15699,-5494,-10205
13171,1699,-14870
8241,9091,-17332
1848,13241,-15089
-5799,15468,-9669
-11224,15254,-4030
-14957,13121,1836
-16066,8555,7511
-14598,1872,12726
-10667,-6917,17584
-4710,-11393,16103
3097,-14441,11344
9277,-15555,6278
13604,-14284,680
15881,-10679,-5202
15444,-4917,-10527
12606,3308,-15914
7528,9400,-16928
1002,13513,-14515
-6389,15373,-8984
-11781,14800,-3019
-15142,12350,2792
-15844,7181,8663
-13860,486,13374
-9293,-7668,16961
-3452,-12189,15641
6261,-14553,8292
10019,-15505,5486
14367,-13728,-639
16021,-9755,-6266
15134,-3770,-11364
11983,6010,-17993
6307,10304,-16611
78,14033,-14111
-7849,15559,-7710
-12544,14916,-2372
-15497,12164,3333
-16079,7066,9013
-14029,354,13675
-10056,-7507,17563
-4314,-12144,16458
4549,-14767,10218
9372,-15666,6294
13814,-14342,528
15967,-10679,-5288
15340,-4686,-10654
12342,4306,-16648
7037,9763,-16800
581,13814,-14395
-6925,15580,-8655
-12020,14829,-2809
-15196,12230,2966
-15922,7346,8576
-14066,647,13419
-9730,-7441,17171
-3741,-11929,15670
5989,-14474,8485
9768,-15468,5700
14243,-13711,-532
15910,-9829,-6081
14936,-3489,-11447
11838,6179,-18017
6348,10345,-16693
-90,14128,-14038
-7722,15444,-7722
-12354,14812,-2458
-15382,12069,3313
-15877,6938,8939
-13769,189,13580
-9347,-7821,17168
-3192,-12296,15488
6430,-14656,8226
10217,-15406,5189
14466,-13571,-895
16042,-9520,-6522
15056,-3361,-11695
11756,6336,-18092
6216,10498,-16714
-45,14111,-14066
-7750,15646,-7896
-12370,15064,-2694
-15460,12255,3205
-16099,7288,8811
-14115,387,13728
-9846,-7581,17427
-3663,-12189,15852
5968,-14668,8700
9693,-15815,6122
14185,-14264,79
16186,-10506,-5680
15646,-4665,-10981
12779,4137,-16916
7705,9603,-17308
1575,13674,-15249
-6113,15724,-9611
-11446,15534,-4088
-15254,13249,2005
-16359,8666,7693
-14998,2260,12738
-11203,-6670,17873
-5449,-11141,16590
994,-14577,13583
8740,-15835,7095
13150,-14924,1774
15856,-11669,-4187
16029,-6319,-9710
13847,297,-14144
8905,8472,-17377
2648,12931,-15579
-6154,15221,-9067
-10642,15666,-5024
-14965,13707,1258
-16198,9413,6785
-15105,3064,12041
-11764,-6600,18364
-6076,-10733,16809
375,-14346,13971
8245,-15621,7376
12804,-14887,2083
15695,-11904,-3791
16021,-6505,-9516
13715,259,-13974
9025,8423,-17448
2722,12936,-15658
-6076,15196,-9120
-10551,15794,-5243
-14821,13781,1040
-16363,9805,6558
-15316,3547,11769
-11966,-6455,18421
-6430,-10498,16928
-165,-14210,14375
7870,-15633,7763
12700,-14887,2187
15522,-11979,-3543
16029,-6769,-9260
13711,193,-13904
9029,8217,-17246
2751,12709,-15460
-6117,14957,-8840
-10539,15431,-4892
-14883,13398,1485
-16066,8976,7090
-14697,2520,12177
-10910,-6715,17625
-5020,-11240,16260
1654,-14462,12808
9145,-15543,6398
13468,-14569,1101
15939,-11154,-4785
15835,-5634,-10201
13332,1650,-14982
8233,9108,-17341
2000,13204,-15204
-5861,15427,-9566
-11149,15588,-4439
-15184,13393,1791
-16248,9050,7198
-14850,2437,12413
-11537,-6633,18170
-5638,-11096,16734
515,-14503,13988
8600,-15736,7136
13051,-14903,1852
15873,-11797,-4076
16112,-6587,-9525
13827,222,-14049
8897,8369,-17266
2664,12832,-15496
-6158,15089,-8931
-10535,15604,-5069
-14792,13542,1250
-16079,9083,6996
-14808,2693,12115
-11248,-6694,17942
-5366,-10943,16309
1130,-14346,13216
8914,-15386,6472
13402,-14363,961
15741,-10943,-4798
15406,-5176,-10230
12808,2598,-15406
7726,9384,-17110
1237,13550,-14787
-6171,15510,-9339
-11731,15002,-3271
-15204,12663,2541
-15980,7746,8234
-14317,1142,13175
-10246,-7107,17353
-4162,-11801,15963
4706,-14511,9805
9433,-15563,6130
13827,-14078,251
15992,-10415,-5577
15431,-4545,-10886
12436,4521,-16957
7111,9788,-16899
853,13736,-14589
-6888,15646,-8758
-11962,15023,-3061
-15320,12498,2822
-16058,7594,8464
-14227,911,13316
-10085,-7268,17353
-4063,-12016,16079
5172,-14532,9360
9483,-15724,6241
13996,-14235,239
16124,-10704,-5420
15357,-4149,-11208
12251,5581,-17832
7045,10052,-17097
1365,13719,-15084
-6290,15650,-9360
-11574,15489,-3915
-15340,13039,2301
-16310,8448,7862
-14511,1258,13253
-10927,-6798,17725
-4512,-11756,16268
3675,-14763,11088
8877,-15823,6946
13707,-14668,961
15877,-11599,-4278
15906,-6096,-9810
13200,1864,-15064
8646,8740,-17386
1608,13476,-15084
-6092,15361,-9269
-11492,15303,-3811
-15089,13480,1609
-16256,9046,7210
-14899,2627,12272
-11479,-6686,18165
-5119,-11409,16528
577,-14441,13864
9058,-15666,6608
13534,-14511,977
15749,-11743,-4006
15918,-6212,-9706
13121,1901,-15022
8072,9215,-17287
2351,13039,-15390
-5894,15373,-9479
-11096,15419,-4323
-15192,12977,2215
-16194,8757,7437
-14874,2425,12449
-10489,-6946,17435
-4747,-11500,16247
1249,-14466,13217
8724,-15625,6901
13596,-14425,829
15996,-10844,-5152
15823,-5865,-9958
13274,1159,-14433
7783,9380,-17163
1843,13257,-15100
-5898,15369,-9471
-11294,15307,-4013
-15081,13080,2001
-16145,8448,7697
-14685,2066,12619
-10861,-6859,17720
-4389,-11628,16017
4653,-14416,9763
9372,-15514,6142
14025,-14066,41
15852,-10848,-5004
15208,-4166,-11042
11966,5721,-17687
7140,9697,-16837
697,13728,-14425
-7730,15592,-7862
-11954,15105,-3151
-15340,12535,2805
-16029,7664,8365
-13930,387,13543
-9619,-7664,17283
-3613,-12181,15794
6179,-14565,8386
9598,-15658,6060
14008,-14231,223
16174,-10003,-6171
15180,-3803,-11377
12416,4467,-16883
7227,9821,-17048
853,13769,-14622
-6645,15621,-8976
-12259,14936,-2677
-15299,12573,2726
-16062,7317,8745
-14148,775,13373
-9636,-7598,17234
-4219,-11797,16016
4912,-14425,9513
9495,-15609,6114
14338,-13884,-454
16025,-9994,-6031
15015,-3547,-11468
11863,6158,-18021
6348,10390,-16738
66,14045,-14111
-7697,15394,-7697
-12515,14685,-2170
-15435,11908,3527
-15877,6666,9211
-13670,8,13662
-9021,-8138,17159
-2776,-12544,15320
6265,-14932,8667
10502,-15365,4863
14701,-13369,-1332
16042,-9099,-6943
14936,-2949,-11987
11389,6682,-18071
5684,10737,-16421
-585,14251,-13666
-8439,15530,-7091
-12878,14532,-1654
-15576,11541,4035
-15835,6121,9714
-13464,-552,14016
-8629,-8555,17184
-2396,-12820,15216
6199,-14977,8778
10803,-15435,4632
14837,-13509,-1328
16141,-9161,-6980
14916,-2854,-12062
11550,6583,-18133
5997,10737,-16734
-247,14408,-14161
-8237,15658,-7421
-12634,14977,-2343
-15559,12061,3498
-16207,7123,9084
-14058,264,13794
-9619,-7808,17427
-3531,-12342,15873
6278,-14833,8555
9858,-15877,6019
14289,-14313,24
16203,-10407,-5796
15555,-4496,-11059
12606,4570,-17176
7334,9891,-17225
998,13814,-14812
-6484,15769,-9285
-11863,15258,-3395
-15320,12936,2384
-16116,7977,8139
-14643,1571,13072
-10432,-6967,17399
-4566,-11735,16301
4252,-14520,10268
9161,-15732,6571
13888,-14330,442
16079,-10865,-5214
15559,-4888,-10671
12754,3654,-16408
7639,9590,-17229
1192,13674,-14866
-6270,15691,-9421
-11880,15064,-3184
-15258,12783,2475
-16182,7866,8316
-14350,1138,13212
-10263,-7128,17391
-4372,-11814,16186
4500,-14738,10238
9479,-15856,6377
13913,-14425,512
16116,-10873,-5243
15778,-5205,-10573
13039,2446,-15485
8035,9334,-17369
1555,13591,-15146
-5944,15567,-9623
-11397,15340,-3943
-15213,13125,2088
-16256,8608,7648
-14812,2025,12787
-10815,-6843,17658
-4871,-11397,16268
2153,-14511,12358
9116,-15571,6455
13542,-14441,899
15922,-11013,-4909
15654,-5350,-10304
12597,2825,-15422
7375,9462,-16837
1006,13550,-14556
-6628,15427,-8799
-11991,14800,-2809
-15204,12222,2982
-15724,7070,8654
-13703,317,13386
-9475,-7734,17209
-3225,-12346,15571
6331,-14639,8308
10040,-15563,5523
14445,-13777,-668
16062,-9747,-6315
15142,-3691,-11451
11863,6133,-17996
6422,10440,-16862
-8,14202,-14194
-7788,15646,-7858
-12383,15056,-2673
-15481,12234,3247
-16128,7272,8856
-14165,577,13588
-9702,-7639,17341
-3774,-12177,15951
6133,-14553,8420
9722,-15654,5932
14247,-14045,-202
15976,-10114,-5862
15142,-4021,-11121
12115,5836,-17951
6525,10263,-16788
363,14041,-14404
-7491,15427,-7936
-12449,14709,-2260
-15398,12032,3366
-15877,6773,9104
-13756,86,13670
-9198,-7953,17151
-3007,-12408,15415
6435,-14713,8278
10283,-15390,5107
14524,-13369,-1155
15922,-9260,-6662
14903,-2970,-11933
11380,6567,-17947
5556,10799,-16355
-594,14214,-13620
-8596,15452,-6856
-12907,14454,-1547
-15592,11327,4265
-15703,5894,9809
-13266,-820,14086
-8608,-8608,17216
-2021,-12977,14998
6059,-15081,9022
11017,-15246,4229
14932,-13150,-1782
15963,-8530,-7433
14602,-2227,-12375
10914,6678,-17592
5214,11141,-16355
-1670,14355,-12685
-8823,15633,-6810
-13171,14565,-1394
-15761,11380,4381
-15889,6142,9747
-13525,-709,14234
-8662,-8699,17361
-2396,-12886,15282
6129,-15225,9096
10663,-15666,5003
14763,-13637,-1126
16165,-9405,-6760
15019,-3040,-11979
11772,6480,-18252
6001,10675,-16676
-255,14289,-14034
-8159,15576,-7417
-12610,14916,-2306
-15596,12098,3498
-16000,6781,9219
-13855,127,13728
-9413,-7936,17349
-3271,-12399,15670
6315,-14676,8361
10098,-15633,5535
14462,-13876,-586
16157,-9966,-6191
15180,-3724,-11456
12049,6022,-18071
6822,10283,-17105
284,14074,-14358
-7470,15683,-8213
-12276,15064,-2788
-15411,12370,3041
-16108,7326,8782
-14223,697,13526
-9809,-7474,17283
-3811,-12127,15938
5997,-14590,8593
9801,-15769,5968
14301,-14082,-219
16186,-10267,-5919
15365,-4203,-11162
12494,5226,-17720
7198,9916,-17114
705,13946,-14651
-6872,15580,-8708
-11937,15122,-3185
-15378,12589,2789
-16145,7920,8225
-14375,1130,13245
-9986,-7218,17204
-4186,-11913,16099
5271,-14412,9141
9681,-15497,5816
14181,-14000,-181
15976,-9966,-6010
15010,-3786,-11224
11826,6051,-17877
6261,10279,-16540
-165,13963,-13798
-8031,15439,-7408
-12478,14697,-2219
-15402,11768,3634
-15712,6492,9220
-13327,-437,13764
-8691,-8448,17139
-2301,-12762,15063
6249,-14998,8749
10857,-15155,4298
14767,-13105,-1662
15943,-8691,-7252
14499,-2128,-12371
10745,6843,-17588
4966,11228,-16194
-2297,14367,-12070
-8844,15563,-6719
-13315,14338,-1023
-15691,11083,4608
-15741,5589,10152
-13216,-1522,14738
-8336,-9037,17373
-2029,-13200,15229
5935,-15394,9459
10964,-15596,4632
14977,-13550,-1427
16120,-9128,-6992
14866,-2796,-12070
11479,6595,-18074
5779,10778,-16557
-519,14284,-13765
-8365,15365,-7000
-12857,14598,-1741
-15588,11603,3985
-15774,6199,9575
-13257,-672,13929
-8390,-8790,17180
-2132,-12936,15068
6125,-15134,9009
10869,-15089,4220
14763,-12956,-1807
15877,-8369,-7508
14557,-2136,-12421
10770,6806,-17576
4838,11199,-16037
-2924,14301,-11377
-9058,15559,-6501
-13340,14284,-944
-15753,10852,4901
-15514,5263,10251
-12841,-2376,15217
-7994,-9186,17180
-1443,-13319,14762
5956,-15258,9302
11368,-15039,3671
14928,-12779,-2149
15955,-8184,-7771
14421,-1674,-12747
10267,6975,-17242
4665,11512,-16177
-4083,14388,-10305
-9128,15654,-6526
-13620,14301,-681
-15893,10927,4966
-15728,5259,10469
-13006,-2528,15534
-8006,-9128,17134
-1625,-13253,14878
5968,-15456,9488
11215,-15357,4142
14961,-13191,-1770
16062,-8505,-7557
14767,-2219,-12548
11104,6727,-17831
5251,11224,-16475
-1109,14565,-13456
-8794,15774,-6980
-13117,14808,-1691
-15827,11776,4051
-16021,6344,9677
-13781,-325,14106
-9169,-8278,17447
-3019,-12713,15732
6377,-15023,8646
10258,-15831,5573
14726,-14037,-689
16359,-10151,-6208
15406,-3964,-11442
12436,5700,-18136
7099,10073,-17172
796,14074,-14870
-6859,15831,-8972
-12098,15299,-3201
-15464,12766,2698
-16264,7866,8398
-14664,1386,13278
-10242,-7181,17423
-4545,-11710,16255
3877,-14643,10766
9330,-15720,6390
13822,-14487,665
16099,-10803,-5296
15642,-5028,-10614
12779,3407,-16186
7532,9524,-17056
1109,13756,-14865
-6381,15654,-9273
-11946,15056,-3110
-15353,12700,2653
-16186,7684,8502
-14371,1097,13274
-10246,-7144,17390
-4302,-11867,16169
4285,-14565,10280
9405,-15761,6356
13905,-14416,511
16091,-10898,-5193
15543,-4941,-10602
12713,3287,-16000
7367,9673,-17040
940,13744,-14684
-6567,15600,-9033
-12007,15031,-3024
-15254,12507,2747
-15955,7577,8378
-14041,792,13249
-9825,-7404,17229
-3865,-11933,15798
5948,-14454,8506
9805,-15423,5618
14326,-13723,-603
15947,-9718,-6229
14821,-3312,-11509
11525,6488,-18013
5902,10638,-16540
-429,14247,-13818
-8460,15600,-7140
-12775,14676,-1901
-15514,11756,3758
-15939,6624,9315
-13604,-202,13806
-9033,-8303,17336
-2858,-12639,15497
6278,-14858,8580
10432,-15522,5090
14763,-13550,-1213
16124,-9240,-6884
14982,-3040,-11942
11603,6509,-18112
6109,10687,-16796
-152,14363,-14211
-7961,15666,-7705
-12552,15015,-2463
-15547,12139,3408
-16095,7037,9058
-14074,350,13724
-9388,-7862,17250
-3184,-12387,15571
6360,-14689,8329
10155,-15501,5346
14470,-13583,-887
16013,-9409,-6604
15006,-3184,-11822
11706,6331,-18037
5803,10580,-16383
-594,14185,-13591
-8468,15419,-6951
-12903,14359,-1456
-15468,11323,4145
-15592,5725,9867
-13051,-1340,14391
-8151,-8872,17023
-1699,-13121,14820
5849,-15221,9372
11211,-15097,3886
14870,-12944,-1926
15988,-8456,-7532
14375,-1868,-12507
10456,6909,-17365
4698,11368,-16066
-3320,14272,-10952
-9124,15481,-6357
-13674,14214,-540
-15815,10675,5140
-15522,4941,10581
-12589,-3646,16235
-7647,-9462,17109
-1117,-13521,14638
6270,-15489,9219
11599,-15204,3605
15114,-12766,-2348
16079,-8097,-7982
14565,-1699,-12866
10576,6925,-17501
4760,11595,-16355
-2219,14742,-12523
-9033,15926,-6893
-13348,14680,-1332
-15864,11554,4310
-15910,6072,9838
-13558,-598,14156
-8778,-8625,17403
-2611,-12923,15534
6125,-15200,9075
10522,-15666,5144
14771,-13761,-1010
16269,-9545,-6724
15089,-3234,-11855
11937,6455,-18392
6282,10605,-16887
-28,14251,-14223
-7792,15699,-7907
-12502,14870,-2368
-15559,12197,3362
-16132,7111,9021
-14128,354,13774
-9273,-7899,17172
-3324,-12449,15773
6435,-14767,8332
10085,-15675,5590
14454,-13835,-619
16231,-9953,-6278
15283,-3753,-11530
12057,6047,-18104
6604,10267,-16871
123,14107,-14230
-7680,15538,-7858
-12461,14784,-2323
-15444,12193,3251
-16038,7045,8993
-13888,127,13761
-9388,-7940,17328
-3036,-12573,15609
6402,-14763,8361
10209,-15670,5461
14623,-13818,-805
16240,-9784,-6456
15184,-3564,-11620
12073,6088,-18161
6472,10378,-16850
82,14111,-14193
-7841,15584,-7743
-12453,14924,-2471
-15435,12189,3246
-16042,6975,9067
-13872,152,13720
-9409,-7849,17258
-3316,-12412,15728
6356,-14751,8395
10098,-15510,5412
14445,-13695,-750
15963,-9611,-6352
14878,-3275,-11603
11611,6496,-18107
5638,10654,-16292
-647,14190,-13543
-8600,15415,-6815
-12997,14359,-1362
-15637,11092,4545
-15642,5700,9942
-13101,-1497,14598
-8340,-8955,17295
-1984,-13080,15064
6034,-15258,9224
11063,-15398,4335
14969,-13294,-1675
16054,-8794,-7260
14697,-2367,-12330
11215,6641,-17856
5560,11071,-16631
-783,14429,-13646
-8712,15567,-6855
-13109,14734,-1625
-15769,11599,4170
-15967,6195,9772
-13620,-404,14024
-8831,-8509,17340
-2466,-12944,15410
6344,-15064,8720
10506,-15452,4946
14668,-13554,-1114
16038,-9145,-6893
14998,-3027,-11971
11492,6546,-18038
5709,10753,-16462
-668,14284,-13616
-8559,15444,-6885
-13068,14474,-1406
-15609,11380,4229
-15646,5791,9855
-13076,-1315,14391
-8332,-8778,17110
-1761,-13035,14796
6117,-15151,9034
11281,-15023,3742
14907,-12894,-2013
15827,-8138,-7689
14169,-1468,-12701
10238,6946,-17184
4541,11533,-16074
-4257,14433,-10176
-9293,15658,-6365
-13756,14284,-528
-15951,10725,5226
-15617,5143,10474
-12878,-2846,15724
-8039,-9285,17324
-1753,-13323,15076
5981,-15576,9595
11294,-15444,4150
15010,-13253,-1757
16108,-8736,-7372
14697,-2219,-12478
11182,6810,-17992
5333,11207,-16540
-1089,14606,-13517
-8753,15687,-6934
-13105,14759,-1654
-15815,11624,4191
-15947,6232,9715
-13579,-466,14045
-8918,-8509,17427
-2549,-12898,15447
6146,-15101,8955
10601,-15654,5053
14763,-13666,-1097
16219,-9376,-6843
15085,-3147,-11938
11809,6538,-18347
6195,10700,-16895
-165,14338,-14173
-7953,15807,-7854
-12634,14965,-2331
-15642,12317,3325
-16231,7239,8992
-14206,445,13761
-9603,-7693,17296
-3650,-12309,15959
6154,-14742,8588
9883,-15922,6039
14421,-14276,-145
16293,-10539,-5754
15563,-4409,-11154
12601,4694,-17295
7474,9862,-17336
1051,13872,-14923
-6567,15736,-9169
-11884,15274,-3390
-15415,12870,2545
-16244,7940,8304
-14668,1489,13179
-10399,-7115,17514
-4298,-11904,16202
4401,-14557,10156
9429,-15745,6316
14004,-14392,388
16219,-10696,-5523
15741,-5003,-10738
12824,3675,-16499
7507,9735,-17242
1208,13752,-14960
-6348,15782,-9434
-11731,15365,-3634
-15361,12981,2380
-16289,8320,7969
-14590,1588,13002
-10663,-6905,17568
-4661,-11636,16297
3481,-14594,11113
9355,-15786,6431
13839,-14577,738
16145,-11001,-5144
15613,-4933,-10680
12989,3353,-16342
7606,9528,-17134
1258,13653,-14911
-6212,15637,-9425
-11719,15204,-3485
-15241,12746,2495
-16042,7920,8122
-14350,1200,13150
-9879,-7280,17159
-3894,-11954,15848
5931,-14454,8523
9792,-15691,5899
14350,-13798,-552
16104,-10015,-6089
15072,-3634,-11438
11970,6204,-18174
6546,10378,-16924
210,14165,-14375
-7701,15662,-7961
-12416,15089,-2673
-15555,12313,3242
-16186,7214,8972
-14185,486,13699
-9714,-7717,17431
-3592,-12391,15983
6175,-14755,8580
9941,-15831,5890
14346,-14148,-198
16281,-10349,-5932
15621,-4430,-11191
12556,4867,-17423
7020,9961,-16981
730,13905,-14635
-7020,15670,-8650
-11995,15039,-3044
-15386,12337,3049
-16054,7276,8778
-13946,358,13588
-9627,-7730,17357
-3361,-12370,15731
6340,-14705,8365
10098,-15609,5511
14540,-13835,-705
16112,-9809,-6303
15023,-3432,-11591
11752,6340,-18092
6294,10440,-16734
-74,14173,-14099
-8093,15505,-7412
-12754,14784,-2030
-15592,11781,3811
-16071,6682,9389
-13802,-132,13934
-8971,-8295,17266
-2792,-12667,15459
6435,-15006,8571
10395,-15609,5214
14614,-13719,-895
16038,-9380,-6658
15114,-3283,-11831
11669,6525,-18194
5783,10778,-16561
-466,14404,-13938
-8377,15534,-7157
-12936,14685,-1749
-15662,11822,3840
-15910,6397,9513
-13641,-367,14008
-8893,-8468,17361
-2701,-12754,15455
6307,-15023,8716
10597,-15576,4979
14808,-13563,-1245
16223,-9306,-6917
15006,-3011,-11995
11673,6546,-18219
5973,10811,-16784
-338,14437,-14099
-8311,15802,-7491
-12812,14911,-2099
-15732,12144,3588
-16264,7029,9235
-14115,144,13971
-9479,-7948,17427
-3613,-12399,16012
6204,-14936,8732
9912,-16066,6154
14404,-14239,-165
16297,-10432,-5865
15728,-4591,-11137
12754,4582,-17336
7441,9809,-17250
1150,13888,-15038
-6492,15782,-9290
-11900,15266,-3366
-15411,12894,2517
-16269,8019,8250
-14586,1485,13101
-10436,-7086,17522
-4368,-11805,16173
4327,-14511,10184
9491,-15658,6167
13930,-14396,466
16120,-10605,-5515
15543,-4710,-10833
12486,4409,-16895
7140,9875,-17015
556,13950,-14506
-7070,15687,-8617
-12214,15192,-2978
-15485,12544,2941
-16194,7474,8720
-14181,672,13509
-10027,-7338,17365
-4005,-12069,16074
5432,-14643,9211
9586,-15761,6175
14144,-14334,190
16161,-10720,-5441
15444,-4500,-10944
12486,4467,-16953
7156,9933,-17089
474,14004,-14478
-7128,15699,-8571
-12317,14990,-2673
-15369,12292,3077
-16099,7363,8736
-14152,660,13492
-9574,-7639,17213
-3427,-12309,15736
6142,-14553,8411
9941,-15563,5622
14400,-13686,-714
15868,-9528,-6340
14520,-2833,-11687
11088,6595,-17683
5506,10943,-16449
-1183,14260,-13077
-8811,15435,-6624
-13187,14466,-1279
-15798,11298,4500
-15658,5680,9978
-13138,-1419,14557
-8427,-8922,17349
-2041,-13092,15133
5935,-15320,9385
11166,-15295,4129
14953,-13158,-1795
16198,-8707,-7491
14961,-2466,-12495
11302,6715,-18017
5457,11083,-16540
-462,14623,-14161
-8394,16157,-7763
-12766,15151,-2385
-15695,12003,3692
-16116,6876,9240
-13822,16,13806
-9314,-7977,17291
-2821,-12622,15443
6435,-14837,8402
10444,-15518,5074
14660,-13583,-1077
16033,-9178,-6855
14627,-2644,-11983
11137,6649,-17786
5399,11042,-16441
-631,14326,-13695
-8745,15444,-6699
-13224,14421,-1197
-15732,11141,4591
-15691,5746,9945
-13121,-1617,14738
-8076,-8988,17064
-1848,-13179,15027
